sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,4.0,baseline,5,0,1,5,2499,2499,0,89.75490997545421,89.75490997545421,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[19, 23, 35, 64, 79, 77, 75, 40, 80, 98]",[],0,0,0,0,0,0,0,0
0,C,1,4.0,nsgrand,5,0,1,5,3699,1200,2499,1301.739718997851,9.999121073633432,51.7656309530139,1,18,1,4,0.6865130066871643,0.12807630002498627,fallback_fail,postsearch_exhausted,standard,postsearch_fallback,"[3, 4]","[0, 1, 2]","[35, 23, 64, 65, 91, 69, 55, 75, 77, 79]","[0.0001814614952309057, 5.575059731199872e-06, 0.00045510430936701596, 0.17886300384998322, 0.6924185752868652, 0.12807630002498627]",1200,4,2500,24,4,0,0,0
0,C,1,4.0,strong_symbolic,5,0,1,5,3999,3999,0,200.66990400664508,200.66990400664508,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[19, 23, 35, 64, 79, 77, 75, 40, 80, 98]",[],0,0,0,0,0,0,0,0
1,C,1,4.0,baseline,0,1,0,0,0,0,0,0.02071005292236805,0.02071005292236805,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
1,C,1,4.0,nsgrand,0,1,0,0,0,0,0,0.011010095477104187,0.011010095477104187,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0
1,C,1,4.0,strong_symbolic,0,1,0,0,0,0,0,0.00909995287656784,0.00909995287656784,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
2,C,1,4.0,baseline,2,1,0,0,32,32,0,30.939155956730247,30.939155956730247,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[1, 116, 101, 61, 111, 96, 11, 6, 94, 60]",[],0,0,0,0,0,0,0,0
2,C,1,4.0,nsgrand,2,1,0,0,1,1,0,4.2173059191554785,0.021968968212604523,0.0,0,18,1,3,0.898198664188385,0.0019531850703060627,ai,ai_success,standard,ai_search,"[2, 3]","[0, 1, 2]","[1, 60, 111, 11, 116, 101, 61, 96, 6, 94]","[3.681676389533095e-05, 5.429905650089495e-05, 0.1964803785085678, 0.7691296339035034, 0.032345570623874664, 0.0019531850703060627]",1200,4,0,0,0,1,0,0
2,C,1,4.0,strong_symbolic,2,1,0,0,32,32,0,144.6438159327954,144.6438159327954,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[1, 116, 101, 61, 111, 96, 11, 6, 94, 60]",[],0,0,0,0,0,0,0,0
3,C,1,4.0,baseline,2,1,0,0,6,6,0,31.016524881124496,31.016524881124496,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[103, 104, 107, 119, 65, 93, 32, 100, 105, 6]",[],0,0,0,0,0,0,0,0
