stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,340,0.0,1.0,1.4699196723728056
ai,2,303,0.019801980198019802,1.372937293729373,1.9047281108550702
ai,3,171,0.017543859649122806,2.538011695906433,5.096165455158865
ai,4,88,0.011363636363636364,7.931818181818182,34.39331841020083
ai,5,50,0.04,19.14,72.26930230855942
ai,7,1,1.0,1.0,63.828619895502925
fallback,1,4,0.0,155.25,32.462740724440664
fallback,2,2,0.0,436.5,35.16455041244626
fallback,3,11,0.0,717.4545454545455,37.285482574423604
fallback,4,5,0.0,1680.6,58.24696714989841
fallback_fail,2,1,1.0,3315.0,59.80801908299327
fallback_fail,3,1,1.0,3699.0,66.92892010323703
fallback_fail,4,4,1.0,4241.25,100.35071225138381
fallback_fail,5,11,1.0,3699.0,68.18275492299686
fallback_fail,6,15,1.0,4819.0,131.43506798272333
fallback_fail,7,2,1.0,4899.0,132.9427184537053
hard_decision,0,164,0.0,0.0,0.008941751552700269
skip_hopeless,5,5,1.0,0.0,1.2410899624228477
skip_hopeless,6,7,1.0,0.0,1.165260560810566
skip_hopeless,7,10,1.0,0.0,1.1226021219044924
skip_hopeless,8,2,1.0,0.0,1.2611645506694913
skip_hopeless,9,2,1.0,0.0,1.0409514652565122
skip_hopeless,11,1,1.0,0.0,1.0572008322924376
