sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,2.0,baseline,2,0,1,2,2499,2499,0,103.38358581066132,103.38358581066132,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[49, 61, 59, 63, 39, 36, 64, 66, 50, 62]",[],0,0,0,0,0,0,0,0
0,C,1,2.0,nsgrand,2,1,0,0,8,8,0,1181.6156029235572,0.10746903717517853,0.0,0,18,1,2,0.6957234740257263,0.00030616571893915534,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[46, 77, 10, 84, 64, 68, 66, 72, 89, 125]","[3.974194260081276e-05, 0.004061407409608364, 0.987972617149353, 0.007146356627345085, 0.000473573716590181, 0.00030616571893915534]",1200,4,0,0,0,1,0,0
0,C,1,2.0,strong_symbolic,2,0,1,2,3999,3999,0,199.03311599045992,199.03311599045992,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[49, 61, 59, 63, 39, 36, 64, 66, 50, 62]",[],0,0,0,0,0,0,0,0
1,C,1,2.0,baseline,6,0,1,6,2499,2499,0,51.14642297849059,51.14642297849059,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[105, 119, 19, 4, 17, 123, 118, 66, 16, 113]",[],0,0,0,0,0,0,0,0
1,C,1,2.0,nsgrand,6,0,1,6,0,0,0,1.4683969784528017,1.4683969784528017,0.0,0,0,-1,5,0.11124131828546524,0.9676854610443115,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,C,1,2.0,strong_symbolic,6,0,1,6,3999,3999,0,180.9914370533079,180.9914370533079,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[105, 119, 19, 4, 17, 123, 118, 66, 16, 113]",[],0,0,0,0,0,0,0,0
2,C,1,2.0,baseline,2,1,0,0,301,301,0,33.490610076114535,33.490610076114535,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[66, 47, 36, 62, 44, 127, 79, 31, 18, 112]",[],0,0,0,0,0,0,0,0
2,C,1,2.0,nsgrand,2,1,0,0,1,1,0,4.182484932243824,0.022419029846787453,0.0,0,18,1,3,0.5449629426002502,0.00902093667536974,ai,ai_success,standard,ai_search,"[2, 3]","[0, 1, 2]","[62, 34, 79, 106, 66, 127, 112, 95, 85, 12]","[3.147370080114342e-05, 3.414105958654545e-05, 0.1246747374534607, 0.7805924415588379, 0.08564619719982147, 0.00902093667536974]",1200,4,0,0,0,1,0,0
2,C,1,2.0,strong_symbolic,2,1,0,0,302,302,0,150.06750612519681,150.06750612519681,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[66, 47, 36, 62, 44, 127, 79, 31, 18, 112]",[],0,0,0,0,0,0,0,0
3,C,1,2.0,baseline,4,1,0,0,1740,1740,0,44.95363496243954,44.95363496243954,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[51, 27, 116, 18, 24, 45, 9, 47, 113, 55]",[],0,0,0,0,0,0,0,0
