stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,13,2,1.0,0.0,1.259344513528049
skip_hopeless,14,7,1.0,0.0,1.273752556049398
skip_hopeless,15,6,1.0,0.0,1.0472428208837907
skip_hopeless,16,8,1.0,0.0,1.1796412582043558
skip_hopeless,17,21,1.0,0.0,1.1334951767431838
skip_hopeless,18,48,1.0,0.0,1.0961227380903438
skip_hopeless,19,49,1.0,0.0,1.0988761822940136
skip_hopeless,20,63,1.0,0.0,1.0864472179304039
skip_hopeless,21,71,1.0,0.0,1.0979319627488582
skip_hopeless,22,92,1.0,0.0,13.229046801469572
skip_hopeless,23,83,1.0,0.0,1.1315972667681164
skip_hopeless,24,98,1.0,0.0,1.1173811650891998
skip_hopeless,25,100,1.0,0.0,1.0993397422134876
skip_hopeless,26,88,1.0,0.0,1.0839294885623862
skip_hopeless,27,94,1.0,0.0,1.06448720288562
skip_hopeless,28,79,1.0,0.0,1.0907331870609447
skip_hopeless,29,58,1.0,0.0,1.1068368812316451
skip_hopeless,30,54,1.0,0.0,1.0966888059758477
skip_hopeless,31,53,1.0,0.0,1.0714765269098416
skip_hopeless,32,39,1.0,0.0,1.1779232523762262
skip_hopeless,33,26,1.0,0.0,1.120458195845668
skip_hopeless,34,20,1.0,0.0,1.0524883982725441
skip_hopeless,35,11,1.0,0.0,1.0651027656752954
skip_hopeless,36,12,1.0,0.0,1.0552758467383683
skip_hopeless,37,6,1.0,0.0,1.0959309292957187
skip_hopeless,38,4,1.0,0.0,1.167452719528228
skip_hopeless,39,4,1.0,0.0,0.9745319839566946
skip_hopeless,40,3,1.0,0.0,1.0925743263214827
skip_hopeless,48,1,1.0,0.0,0.9784020949155092
