profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
C,7.0,bp_10,38576,38576,1.0,0.9999043782900554,1.0,1,144.9725282099069,160.2752284379676,167.65704308636487,10.0,10.0,0.0,0.0,0.0,200,80000
C,7.0,bp_20,38576,38576,1.0,0.9999043782900554,1.0,1,289.8475659709946,320.3942676773295,335.26129741221666,20.0,20.0,0.0,0.0,0.0,200,80000
C,7.0,bp_50,38576,38576,1.0,0.9999043782900554,1.0,1,724.3471894702243,799.3731194874272,836.7005565669388,50.0,50.0,0.0,0.0,0.0,200,80000
C,7.0,bp_cdf_rescue,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,13.332084063349786,22.320023039355874,41.97499994188547,0.520116134384073,0.0,0.005417876399834094,0.0,0.994582123600166,200,80000
C,7.0,bp_nms_20,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,13.16834450110311,22.21228403504938,41.841424303129315,2.6466196598921607,4.0,0.0,0.0,0.994582123600166,200,80000
C,7.0,bp_nms_50,38576,200,0.0051845707175445874,0.004492399758942918,0.005952752853822287,1,13.935322784691236,22.172446828335524,41.78659105673432,2.804360223973455,4.0,0.0,0.0,0.9948154292824554,200,80000
C,7.0,bp_orb_rescue,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,13.316369063451914,22.320023039355874,41.97499994188547,0.4334301119867275,0.0,0.005417876399834094,0.0,0.994582123600166,200,80000
C,7.0,bp_segmented_rescue,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,13.306591973009615,22.320023039355874,41.97499994188547,0.4334301119867275,0.0,0.005417876399834094,0.0,0.994582123600166,200,80000
C,7.0,bp_wbf_post,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,13.255294897856809,22.320023039355874,41.97499994188547,0.054178763998340936,0.0,0.005417876399834094,0.0,0.994582123600166,200,80000
C,7.0,hybrid_bp_nsg,38576,209,0.005417876399834094,0.004709820401670515,0.006201870006333923,1,14.252492894418731,22.320023039355874,41.97499994188547,0.002488593944421402,0.0,2.5922853587722935e-05,0.0,0.994582123600166,200,80000
