sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,E,2,0.0,baseline,9,0,1,9,2499,2499,0,89.31272383779287,89.31272383779287,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[51, 73, 42, 28, 24, 22, 90, 61, 14, 103]",[],0,0,0,0,0,0,0,0
0,E,2,0.0,nsgrand,9,0,1,9,0,0,0,1143.747968133539,1143.747968133539,0.0,0,0,-1,5,0.001491554081439972,0.9988216757774353,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,E,2,0.0,strong_symbolic,9,0,1,9,3999,3999,0,199.11991618573666,199.11991618573666,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[51, 73, 42, 28, 24, 22, 90, 61, 14, 103]",[],0,0,0,0,0,0,0,0
1,E,2,0.0,baseline,10,0,1,10,2499,2499,0,52.53471387550235,52.53471387550235,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[55, 22, 118, 46, 15, 6, 108, 110, 81, 63]",[],0,0,0,0,0,0,0,0
1,E,2,0.0,nsgrand,10,0,1,10,0,0,0,2.034702803939581,2.034702803939581,0.0,0,0,-1,5,0.0009510647505521774,0.9996024966239929,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,E,2,0.0,strong_symbolic,10,0,1,10,3999,3999,0,184.90590783767402,184.90590783767402,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[55, 22, 118, 46, 15, 6, 108, 110, 81, 63]",[],0,0,0,0,0,0,0,0
2,E,2,0.0,baseline,21,0,1,21,2499,2499,0,51.222475012764335,51.222475012764335,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[92, 56, 104, 74, 84, 29, 106, 45, 32, 4]",[],0,0,0,0,0,0,0,0
2,E,2,0.0,nsgrand,21,0,1,21,0,0,0,1.874595182016492,1.874595182016492,0.0,0,0,-1,5,0.0006104555795900524,0.9997842907905579,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,E,2,0.0,strong_symbolic,21,0,1,21,3999,3999,0,179.20651310123503,179.20651310123503,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[92, 56, 104, 74, 84, 29, 106, 45, 32, 4]",[],0,0,0,0,0,0,0,0
3,E,2,0.0,baseline,11,0,1,11,2499,2499,0,52.242527017369866,52.242527017369866,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[29, 85, 15, 8, 42, 56, 114, 10, 17, 31]",[],0,0,0,0,0,0,0,0
3,E,2,0.0,nsgrand,11,0,1,11,0,0,0,1.708307070657611,1.708307070657611,0.0,0,0,-1,5,0.0015810709446668625,0.9996534585952759,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
3,E,2,0.0,strong_symbolic,11,0,1,11,3999,3999,0,177.15521901845932,177.15521901845932,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[29, 85, 15, 8, 42, 56, 114, 10, 17, 31]",[],0,0,0,0,0,0,0,0
4,E,2,0.0,baseline,11,0,1,11,2499,2499,0,51.3543039560318,51.3543039560318,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[46, 67, 81, 58, 73, 111, 32, 17, 78, 75]",[],0,0,0,0,0,0,0,0
4,E,2,0.0,nsgrand,11,0,1,11,0,0,0,1.9467149395495653,1.9467149395495653,0.0,0,0,-1,5,0.0012081250315532088,0.9996412992477417,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
4,E,2,0.0,strong_symbolic,11,0,1,11,3999,3999,0,171.2760857772082,171.2760857772082,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[46, 67, 81, 58, 73, 111, 32, 17, 78, 75]",[],0,0,0,0,0,0,0,0
5,E,2,0.0,baseline,15,0,1,15,2499,2499,0,51.60901206545532,51.60901206545532,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[113, 60, 48, 105, 118, 110, 20, 10, 35, 58]",[],0,0,0,0,0,0,0,0
5,E,2,0.0,nsgrand,15,0,1,15,0,0,0,1.514738192781806,1.514738192781806,0.0,0,0,-1,5,0.0006648330600000918,0.99974125623703,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
5,E,2,0.0,strong_symbolic,15,0,1,15,3999,3999,0,172.1893090289086,172.1893090289086,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[113, 60, 48, 105, 118, 110, 20, 10, 35, 58]",[],0,0,0,0,0,0,0,0
6,E,2,0.0,baseline,13,0,1,13,2499,2499,0,51.84115981683135,51.84115981683135,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[127, 41, 113, 87, 27, 112, 79, 122, 116, 91]",[],0,0,0,0,0,0,0,0
6,E,2,0.0,nsgrand,13,0,1,13,0,0,0,2.0301039330661297,2.0301039330661297,0.0,0,0,-1,5,0.002257370389997959,0.9993088245391846,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
