stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,19,0.0,1.0,1.9241533698636646
ai,2,51,0.0196078431372549,1.2156862745098038,2.8981056649867885
ai,3,79,0.0759493670886076,39.70886075949367,15.787101162839209
ai,4,111,0.07207207207207207,34.369369369369366,50.117086531827226
ai,5,34,0.35294117647058826,123.44117647058823,81.76964114553651
ai,6,3,1.0,341.3333333333333,109.7130653312585
ai,7,1,1.0,1.0,107.31631398084573
fallback,2,2,0.0,1319.5,199.61547950515524
fallback,3,5,0.0,2028.8,220.3894481936004
fallback,4,8,0.0,2286.375,202.6888246218732
fallback,5,10,0.0,2758.9,205.64170809811912
fallback_fail,3,7,1.0,4502.142857142857,239.6553625793396
fallback_fail,4,8,1.0,4270.125,223.99931411928264
fallback_fail,5,120,1.0,4129.0,222.77912054099338
fallback_fail,6,134,1.0,4115.417910447762,227.12523667376362
fallback_fail,7,128,1.0,4036.5,220.67408410407552
fallback_fail,8,93,1.0,3999.0,218.1350917418322
fallback_fail,9,93,1.0,3999.0,218.02411972005572
fallback_fail,10,60,1.0,3999.0,219.89893614906273
fallback_fail,11,50,1.0,3999.0,220.13708511774894
fallback_fail,12,57,1.0,3999.0,217.7422988982136
fallback_fail,13,29,1.0,3999.0,217.56118879219966
fallback_fail,14,20,1.0,3999.0,217.86343660205603
fallback_fail,15,14,1.0,3999.0,214.45853771001566
fallback_fail,16,22,1.0,3999.0,216.98179417845412
fallback_fail,17,15,1.0,3999.0,219.6587750009106
fallback_fail,18,8,1.0,3999.0,215.86840074814972
fallback_fail,19,2,1.0,3999.0,228.43748300510924
fallback_fail,20,3,1.0,3999.0,219.75876999204047
fallback_fail,21,1,1.0,3999.0,209.24262498738244
fallback_fail,22,3,1.0,3999.0,224.73012333891043
fallback_fail,23,3,1.0,3999.0,217.93970233799578
fallback_fail,24,3,1.0,3999.0,219.30003434924097
fallback_fail,25,3,1.0,3999.0,219.21603599912487
hard_decision,0,1,0.0,0.0,0.013070006389170885
