profile,profile_id,snr_db,decoder,num_samples,bler,ber,avg_queries,avg_primary_queries,avg_fallback_queries,median_queries,p95_queries,p99_queries,avg_elapsed_ms,avg_primary_elapsed_ms,avg_fallback_elapsed_ms,p95_elapsed_ms,p99_elapsed_ms,fallback_rate,oracle_pool_hit_rate,avg_confidence_prob,avg_predicted_overflow_prob
C,1,-4.0,nsgrand,1200,1.0,0.19728515625,3999.0,0.0,3999.0,3999.0,3999.0,3999.0,202.17251837884154,0.0,199.95328191835142,217.60280449670972,223.78021777869435,1.0,,0.00011258857627884329,0.9998628734548887
C,1,-2.0,baseline,1200,1.0,0.14459635416666666,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,58.07215927403983,58.07215927403983,0.0,62.770569112035446,65.16734120377805,0.0,0.0008333333333333334,,
C,1,-2.0,nsgrand,1200,1.0,0.14459635416666666,3999.0,0.0,3999.0,3999.0,3999.0,3999.0,202.3651846499221,0.0,200.15110598966808,217.63292354444275,221.72333674534457,1.0,,0.00023433648402715335,0.9998634538054466
C,1,0.0,baseline,1200,1.0,0.09540364583333333,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,58.682041718105516,58.682041718105516,0.0,63.21096393658081,65.50355810351903,0.0,0.028333333333333332,,
C,1,0.0,nsgrand,1200,0.9991666666666666,0.09534505208333334,3997.1158333333333,4.780833333333334,3992.335,3999.0,3999.0,3999.0,204.25061554170193,0.04523451500669277,201.51559332972587,219.15909054951044,225.6247905633063,0.9983333333333333,0.5,0.004648410221113106,0.9940643588950236
C,1,2.0,baseline,1200,0.8433333333333334,0.05078776041666667,2190.9016666666666,2190.9016666666666,0.0,2499.0,2499.0,2499.0,54.1404243377959,54.1404243377959,0.0,61.85726949479431,64.35954255284742,0.0,0.42083333333333334,,
C,1,2.0,nsgrand,1200,0.7208333333333333,0.046901041666666664,2904.1608333333334,47.51916666666666,2856.641666666667,3999.0,3999.0,5199.0,156.04798808424675,0.4413234965371278,144.49901190266246,218.64112993935123,231.38064003287573,0.7258333333333333,0.9693593314763231,0.27906438371251474,0.7260320158509906
C,1,4.0,baseline,1200,0.2991666666666667,0.015364583333333333,858.3808333333334,858.3808333333334,0.0,77.0,2499.0,2499.0,37.907911554915096,37.907911554915096,0.0,56.85931189946132,58.264208012551535,0.0,0.8466666666666667,,
C,1,4.0,nsgrand,1200,0.2,0.012239583333333333,856.2583333333333,33.955,822.3033333333333,1.0,3999.0,4970.309999999998,53.06457733822754,0.31813247997585375,45.540037579412456,203.79807350691408,216.52847516641486,0.23333333333333334,0.9964497041420118,0.8064602330264946,0.2153445661160769
C,1,6.0,baseline,1200,0.11583333333333333,0.00646484375,325.51916666666665,325.51916666666665,0.0,1.0,2499.0,2499.0,22.333113590672536,22.333113590672536,0.0,54.84994363941951,56.833748685894534,0.0,0.9541666666666667,,
C,1,6.0,nsgrand,1200,0.09333333333333334,0.005748697916666667,393.2325,11.874166666666667,381.35833333333335,1.0,3999.0,3999.0,23.77916735657588,0.11694355438521598,20.031223537468275,194.39414490625495,203.40724028152178,0.10416666666666667,0.9983388704318937,0.9201322425822339,0.10159425432164312
E,2,-4.0,baseline,1200,1.0,0.19077473958333332,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,57.3819871594363,57.3819871594363,0.0,62.32014340348542,64.26429940242087,0.0,0.0,,
E,2,-4.0,nsgrand,1200,1.0,0.19077473958333332,3999.0,0.0,3999.0,3999.0,3999.0,3999.0,200.3288034495199,0.0,198.19993398586425,215.06843741808552,221.47404011164326,1.0,,0.00011478893268455674,0.9998635542392731
E,2,-2.0,baseline,1200,1.0,0.1358203125,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,58.40797194565918,58.40797194565918,0.0,63.14813351345947,65.31497974647209,0.0,0.0,,
E,2,-2.0,nsgrand,1200,1.0,0.1358203125,3999.0,0.0,3999.0,3999.0,3999.0,3999.0,203.75391565384538,0.0,201.34778151894957,218.5033474699594,226.36720579233952,1.0,,0.00024916179599434446,0.9998588308195273
E,2,0.0,baseline,1200,1.0,0.08370442708333334,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,57.817468094314485,57.817468094314485,0.0,62.553304608445615,64.82407149451319,0.0,0.055,,
E,2,0.0,nsgrand,1200,0.9975,0.08362630208333334,3989.0891666666666,0.08666666666666667,3989.0025,3999.0,3999.0,3999.0,202.66616071809645,0.0008794616345160952,200.33136703301957,218.6450670240447,225.29428838082822,0.9975,1.0,0.006099677846189783,0.9922584929317236
E,2,2.0,baseline,1200,0.76,0.03672526041666667,2016.0683333333334,2016.0683333333334,0.0,2499.0,2499.0,2499.0,61.19826213480943,61.19826213480943,0.0,71.41276941256365,73.81846790900454,0.0,0.5283333333333333,,
E,2,2.0,nsgrand,1200,0.605,0.03166015625,2439.7233333333334,77.41166666666666,2362.3116666666665,3999.0,3999.0,5199.0,151.54639499392943,0.8368433324843257,135.69071732252874,252.23556074488442,340.75037998467445,0.6066666666666667,0.9619047619047619,0.40121333422905686,0.5929770342710147
E,2,4.0,baseline,1200,0.13,0.0049869791666666665,407.5158333333333,407.5158333333333,0.0,16.0,2499.0,2499.0,31.637554858874257,31.637554858874257,0.0,54.718295006023254,56.13731428980827,0.0,0.9375,,
E,2,4.0,nsgrand,1200,0.0725,0.0032552083333333335,275.085,22.374166666666667,252.71083333333334,1.0,3999.0,3999.18,21.801242718405167,0.2143550339193704,15.753476376630715,195.12909588811453,205.64646103564883,0.08416666666666667,0.998972250770812,0.9290660835216598,0.0703798141924426
E,2,6.0,baseline,1200,0.006666666666666667,0.00022135416666666666,22.85333333333333,22.85333333333333,0.0,0.0,17.0,350.4699999999996,15.926397140380383,15.926397140380383,0.0,40.27467850246467,43.115572869137395,0.0,0.9983333333333333,,
E,2,6.0,nsgrand,1200,0.0033333333333333335,0.00013020833333333333,12.526666666666667,2.2675,10.259166666666667,0.0,1.0,3.0,2.3383211666805437,0.03629467605302731,1.0247631533032593,2.278019493678584,12.788737399678212,0.005,1.0,0.995962646988531,0.0037689892638733606
