gate_reason,stage,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
presearch_overflow_direct,fallback_fail,1185,1.0,3999.0,202.2346731384613,1.0
ai_success,ai,10,0.2,82.3,46.83861680096015,0.0
presearch_low_confidence,fallback_fail,4,1.0,3999.0,209.03472050122218,1.0
presearch_overflow_direct,fallback,1,0.0,2183.0,182.8958810074255,1.0
