baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,A,0,-4.0,baseline,29,0,1,29,2499,2499,0,103.43824489973485,103.43824489973485,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[53, 58, 62, 42, 56, 26, 17, 66, 50, 37]",[],0,0,0,0,0,0,0,0,0,A,0,-4.0,nsgrand,29,0,1,29,0,0,0,1115.0767700746655,1115.0767700746655,0.0,0,0,-1,5,3.950432437704876e-05,0.9999363422393799,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,A,-4.0,29,baseline,nsgrand,-2499,1011.6385251749307,0,0,0
1,A,0,-4.0,baseline,22,0,1,22,2499,2499,0,50.851625157520175,50.851625157520175,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[54, 76, 80, 65, 71, 113, 39, 14, 21, 22]",[],0,0,0,0,0,0,0,0,1,A,0,-4.0,nsgrand,22,0,1,22,0,0,0,1.78022519685328,1.78022519685328,0.0,0,0,-1,5,3.252318856539205e-05,0.9999160766601562,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,A,-4.0,22,baseline,nsgrand,-2499,-49.071399960666895,0,0,0
2,A,0,-4.0,baseline,31,0,1,31,2499,2499,0,51.77009804174304,51.77009804174304,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[44, 110, 86, 118, 69, 106, 2, 18, 79, 84]",[],0,0,0,0,0,0,0,0,2,A,0,-4.0,nsgrand,31,0,1,31,0,0,0,1.7398949712514877,1.7398949712514877,0.0,0,0,-1,5,2.5973351512220688e-05,0.9999282360076904,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,A,-4.0,31,baseline,nsgrand,-2499,-50.03020307049155,0,0,0
3,A,0,-4.0,baseline,25,0,1,25,2499,2499,0,53.24576492421329,53.24576492421329,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[43, 106, 80, 47, 56, 78, 66, 35, 34, 89]",[],0,0,0,0,0,0,0,0,3,A,0,-4.0,nsgrand,25,0,1,25,0,0,0,1.727895112708211,1.727895112708211,0.0,0,0,-1,5,4.41694755863864e-05,0.9999438524246216,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,A,-4.0,25,baseline,nsgrand,-2499,-51.51786981150508,0,0,0
4,A,0,-4.0,baseline,22,0,1,22,2499,2499,0,51.36194988153875,51.36194988153875,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[35, 59, 37, 16, 90, 29, 62, 42, 18, 41]",[],0,0,0,0,0,0,0,0,4,A,0,-4.0,nsgrand,22,0,1,22,0,0,0,1.3556978665292263,1.3556978665292263,0.0,0,0,-1,5,3.590136839193292e-05,0.9999381303787231,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,A,-4.0,22,baseline,nsgrand,-2499,-50.00625201500952,0,0,0
5,A,0,-4.0,baseline,18,0,1,18,2499,2499,0,51.55362910591066,51.55362910591066,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[57, 86, 82, 15, 89, 23, 48, 95, 63, 98]",[],0,0,0,0,0,0,0,0,5,A,0,-4.0,nsgrand,18,0,1,18,0,0,0,1.5415470115840435,1.5415470115840435,0.0,0,0,-1,5,3.7624853575835004e-05,0.9999459981918335,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,A,-4.0,18,baseline,nsgrand,-2499,-50.012082094326615,0,0,0
6,A,0,-4.0,baseline,21,0,1,21,2499,2499,0,51.03424401022494,51.03424401022494,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[49, 41, 20, 18, 55, 63, 27, 12, 39, 50]",[],0,0,0,0,0,0,0,0,6,A,0,-4.0,nsgrand,21,0,1,21,0,0,0,1.3296790421009064,1.3296790421009064,0.0,0,0,-1,5,3.980765541200526e-05,0.9999349117279053,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,A,-4.0,21,baseline,nsgrand,-2499,-49.70456496812403,0,0,0
7,A,0,-4.0,baseline,28,0,1,28,2499,2499,0,50.98645412363112,50.98645412363112,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[56, 105, 57, 26, 18, 47, 40, 88, 15, 33]",[],0,0,0,0,0,0,0,0,7,A,0,-4.0,nsgrand,28,0,1,28,0,0,0,1.6134760808199644,1.6134760808199644,0.0,0,0,-1,5,3.575683513190597e-05,0.999936580657959,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,A,-4.0,28,baseline,nsgrand,-2499,-49.372978042811155,0,0,0
8,A,0,-4.0,baseline,19,0,1,19,2499,2499,0,50.95045408234,50.95045408234,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[20, 86, 53, 51, 64, 57, 10, 48, 105, 85]",[],0,0,0,0,0,0,0,0,8,A,0,-4.0,nsgrand,19,0,1,19,0,0,0,1.3233090285211802,1.3233090285211802,0.0,0,0,-1,5,3.5809971450362355e-05,0.9999532699584961,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,A,-4.0,19,baseline,nsgrand,-2499,-49.62714505381882,0,0,0
9,A,0,-4.0,baseline,19,0,1,19,2499,2499,0,50.74639618396759,50.74639618396759,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[53, 63, 13, 104, 75, 34, 85, 60, 25, 45]",[],0,0,0,0,0,0,0,0,9,A,0,-4.0,nsgrand,19,0,1,19,0,0,0,1.3196088839322329,1.3196088839322329,0.0,0,0,-1,5,4.3256084609311074e-05,0.9999061822891235,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,A,-4.0,19,baseline,nsgrand,-2499,-49.42678730003536,0,0,0
