stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,12,1,1.0,0.0,1.0017221793532372
skip_hopeless,13,3,1.0,0.0,1.3561050097147624
skip_hopeless,14,3,1.0,0.0,0.9853352482120196
skip_hopeless,15,11,1.0,0.0,1.2632740703834728
skip_hopeless,16,11,1.0,0.0,1.1540533212775534
skip_hopeless,17,18,1.0,0.0,1.1938480117047827
skip_hopeless,18,40,1.0,0.0,1.3218603853601962
skip_hopeless,19,34,1.0,0.0,1.244872308555333
skip_hopeless,20,45,1.0,0.0,1.2153647529582183
skip_hopeless,21,72,1.0,0.0,1.2102008525592585
skip_hopeless,22,80,1.0,0.0,1.2345145951258019
skip_hopeless,23,90,1.0,0.0,1.1908220644626353
skip_hopeless,24,104,1.0,0.0,1.1944551325331514
skip_hopeless,25,108,1.0,0.0,1.1562213616411168
skip_hopeless,26,95,1.0,0.0,1.1951194512412737
skip_hopeless,27,70,1.0,0.0,1.2958665345130223
skip_hopeless,28,93,1.0,0.0,1.1835953581237024
skip_hopeless,29,71,1.0,0.0,16.87549051671276
skip_hopeless,30,58,1.0,0.0,1.1570171999006436
skip_hopeless,31,65,1.0,0.0,1.1854815404289043
skip_hopeless,32,29,1.0,0.0,1.226174010863078
skip_hopeless,33,24,1.0,0.0,1.166943247274806
skip_hopeless,34,31,1.0,0.0,1.2987979327238375
skip_hopeless,35,12,1.0,0.0,1.2608221926105518
skip_hopeless,36,9,1.0,0.0,1.2383208247936435
skip_hopeless,37,12,1.0,0.0,1.292966112184028
skip_hopeless,38,5,1.0,0.0,1.1494824197143316
skip_hopeless,39,2,1.0,0.0,1.1362655786797404
skip_hopeless,40,1,1.0,0.0,1.368799014016986
skip_hopeless,41,1,1.0,0.0,0.9665121324360371
skip_hopeless,42,1,1.0,0.0,1.564995851367712
skip_hopeless,44,1,1.0,0.0,1.2942401226609945
