stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,12,4,1.0,0.0,1.451848540455103
skip_hopeless,13,3,1.0,0.0,1.4432785877337058
skip_hopeless,14,5,1.0,0.0,1.3738595880568027
skip_hopeless,15,13,1.0,0.0,1.4350303950218053
skip_hopeless,16,12,1.0,0.0,1.4328694281478722
skip_hopeless,17,22,1.0,0.0,1.4233633198521354
skip_hopeless,18,30,1.0,0.0,1.4274285407736897
skip_hopeless,19,48,1.0,0.0,1.4415702753467485
skip_hopeless,20,49,1.0,0.0,1.4262093915318956
skip_hopeless,21,63,1.0,0.0,1.4255962275441676
skip_hopeless,22,75,1.0,0.0,1.4338776996980112
skip_hopeless,23,75,1.0,0.0,1.4143174048513174
skip_hopeless,24,110,1.0,0.0,1.4190477805889465
skip_hopeless,25,107,1.0,0.0,1.4485110654974374
skip_hopeless,26,99,1.0,0.0,1.4153262224010748
skip_hopeless,27,75,1.0,0.0,1.410772381350398
skip_hopeless,28,96,1.0,0.0,1.4150051962739478
skip_hopeless,29,67,1.0,0.0,1.4271566526158088
skip_hopeless,30,69,1.0,0.0,1.4267492418487866
skip_hopeless,31,34,1.0,0.0,1.3849537285483058
skip_hopeless,32,36,1.0,0.0,33.148439038389675
skip_hopeless,33,31,1.0,0.0,1.4623781185477012
skip_hopeless,34,29,1.0,0.0,1.4173881841245397
skip_hopeless,35,15,1.0,0.0,1.4365319938709338
skip_hopeless,36,8,1.0,0.0,1.4254348643589765
skip_hopeless,37,10,1.0,0.0,1.4165688771754503
skip_hopeless,38,6,1.0,0.0,1.4543967166294653
skip_hopeless,39,3,1.0,0.0,1.488294918090105
skip_hopeless,40,5,1.0,0.0,1.414397032931447
skip_hopeless,41,1,1.0,0.0,1.4005890116095543
