strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,A,0,-4.0,strong_symbolic,32,0,1,32,3999,3999,0,200.72347298264503,200.72347298264503,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[96, 52, 110, 44, 106, 71, 103, 97, 58, 117]",[],0,0,0,0,0,0,0,0,0,A,0,-4.0,nsgrand,32,0,1,32,0,0,0,1143.9265559893101,1143.9265559893101,0.0,0,0,-1,5,0.00011518441169755533,0.9999319314956665,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,A,-4.0,32,strong_symbolic,nsgrand,-3999,943.2030830066651,0,0,0
1,A,0,-4.0,strong_symbolic,27,0,1,27,3999,3999,0,162.93683205731213,162.93683205731213,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[86, 38, 58, 2, 9, 76, 62, 14, 43, 6]",[],0,0,0,0,0,0,0,0,1,A,0,-4.0,nsgrand,27,0,1,27,0,0,0,1.7769059631973505,1.7769059631973505,0.0,0,0,-1,5,0.0001214525691466406,0.9999314546585083,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,A,-4.0,27,strong_symbolic,nsgrand,-3999,-161.15992609411478,0,0,0
2,A,0,-4.0,strong_symbolic,31,0,1,31,3999,3999,0,165.3809119015932,165.3809119015932,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[66, 81, 75, 73, 100, 115, 68, 79, 67, 70]",[],0,0,0,0,0,0,0,0,2,A,0,-4.0,nsgrand,31,0,1,31,0,0,0,1.2151908595114946,1.2151908595114946,0.0,0,0,-1,5,0.0001131927128881216,0.9999371767044067,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,A,-4.0,31,strong_symbolic,nsgrand,-3999,-164.1657210420817,0,0,0
3,A,0,-4.0,strong_symbolic,20,0,1,20,3999,3999,0,163.90217491425574,163.90217491425574,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[1, 95, 20, 111, 42, 5, 94, 84, 60, 8]",[],0,0,0,0,0,0,0,0,3,A,0,-4.0,nsgrand,20,0,1,20,0,0,0,1.53193692676723,1.53193692676723,0.0,0,0,-1,5,0.00015624136722180992,0.9999169111251831,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,A,-4.0,20,strong_symbolic,nsgrand,-3999,-162.3702379874885,0,0,0
4,A,0,-4.0,strong_symbolic,23,0,1,23,3999,3999,0,162.99455193802714,162.99455193802714,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[110, 88, 5, 73, 51, 100, 2, 81, 39, 84]",[],0,0,0,0,0,0,0,0,4,A,0,-4.0,nsgrand,23,0,1,23,0,0,0,1.253149937838316,1.253149937838316,0.0,0,0,-1,5,0.0001139630694524385,0.9999356269836426,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,A,-4.0,23,strong_symbolic,nsgrand,-3999,-161.74140200018883,0,0,0
5,A,0,-4.0,strong_symbolic,18,0,1,18,3999,3999,0,162.91391220875084,162.91391220875084,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[83, 48, 96, 121, 42, 98, 15, 126, 57, 61]",[],0,0,0,0,0,0,0,0,5,A,0,-4.0,nsgrand,18,0,1,18,0,0,0,1.229270827025175,1.229270827025175,0.0,0,0,-1,5,0.00014399242354556918,0.9998856782913208,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,A,-4.0,18,strong_symbolic,nsgrand,-3999,-161.68464138172567,0,0,0
6,A,0,-4.0,strong_symbolic,19,0,1,19,3999,3999,0,162.0771090965718,162.0771090965718,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[107, 33, 71, 80, 32, 38, 3, 12, 124, 29]",[],0,0,0,0,0,0,0,0,6,A,0,-4.0,nsgrand,19,0,1,19,0,0,0,1.2725898995995522,1.2725898995995522,0.0,0,0,-1,5,0.0001449817791581154,0.9999104738235474,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,A,-4.0,19,strong_symbolic,nsgrand,-3999,-160.80451919697225,0,0,0
7,A,0,-4.0,strong_symbolic,28,0,1,28,3999,3999,0,162.3170068487525,162.3170068487525,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[77, 79, 57, 111, 59, 102, 105, 39, 27, 98]",[],0,0,0,0,0,0,0,0,7,A,0,-4.0,nsgrand,28,0,1,28,0,0,0,1.1971599888056517,1.1971599888056517,0.0,0,0,-1,5,0.00012320515816099942,0.9999284744262695,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,A,-4.0,28,strong_symbolic,nsgrand,-3999,-161.11984685994685,0,0,0
8,A,0,-4.0,strong_symbolic,23,0,1,23,3999,3999,0,167.3767960164696,167.3767960164696,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[70, 75, 97, 63, 41, 18, 36, 81, 120, 83]",[],0,0,0,0,0,0,0,0,8,A,0,-4.0,nsgrand,23,0,1,23,0,0,0,1.232470152899623,1.232470152899623,0.0,0,0,-1,5,0.00011947387974942103,0.9999293088912964,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,A,-4.0,23,strong_symbolic,nsgrand,-3999,-166.14432586356997,0,0,0
9,A,0,-4.0,strong_symbolic,17,0,1,17,3999,3999,0,163.6065668426454,163.6065668426454,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[20, 111, 99, 10, 18, 22, 73, 91, 78, 58]",[],0,0,0,0,0,0,0,0,9,A,0,-4.0,nsgrand,17,0,1,17,0,0,0,1.6048671677708626,1.6048671677708626,0.0,0,0,-1,5,0.00014039079542271793,0.9999122619628906,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,A,-4.0,17,strong_symbolic,nsgrand,-3999,-162.00169967487454,0,0,0
