baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,A,0,-4.0,baseline,32,0,1,32,2499,2499,0,89.19479511678219,89.19479511678219,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[96, 52, 110, 44, 106, 71, 103, 97, 58, 117]",[],0,0,0,0,0,0,0,0,0,A,0,-4.0,nsgrand,32,0,1,32,0,0,0,1143.9265559893101,1143.9265559893101,0.0,0,0,-1,5,0.00011518441169755533,0.9999319314956665,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,A,-4.0,32,baseline,nsgrand,-2499,1054.731760872528,0,0,0
1,A,0,-4.0,baseline,27,0,1,27,2499,2499,0,50.947707146406174,50.947707146406174,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[86, 38, 58, 2, 9, 76, 62, 14, 43, 6]",[],0,0,0,0,0,0,0,0,1,A,0,-4.0,nsgrand,27,0,1,27,0,0,0,1.7769059631973505,1.7769059631973505,0.0,0,0,-1,5,0.0001214525691466406,0.9999314546585083,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,A,-4.0,27,baseline,nsgrand,-2499,-49.17080118320882,0,0,0
2,A,0,-4.0,baseline,31,0,1,31,2499,2499,0,49.76779595017433,49.76779595017433,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[66, 81, 75, 73, 100, 115, 68, 79, 67, 70]",[],0,0,0,0,0,0,0,0,2,A,0,-4.0,nsgrand,31,0,1,31,0,0,0,1.2151908595114946,1.2151908595114946,0.0,0,0,-1,5,0.0001131927128881216,0.9999371767044067,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,A,-4.0,31,baseline,nsgrand,-2499,-48.55260509066284,0,0,0
3,A,0,-4.0,baseline,20,0,1,20,2499,2499,0,50.53082015365362,50.53082015365362,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[1, 95, 20, 111, 42, 5, 94, 84, 60, 8]",[],0,0,0,0,0,0,0,0,3,A,0,-4.0,nsgrand,20,0,1,20,0,0,0,1.53193692676723,1.53193692676723,0.0,0,0,-1,5,0.00015624136722180992,0.9999169111251831,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,A,-4.0,20,baseline,nsgrand,-2499,-48.99888322688639,0,0,0
4,A,0,-4.0,baseline,23,0,1,23,2499,2499,0,49.85824599862099,49.85824599862099,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[110, 88, 5, 73, 51, 100, 2, 81, 39, 84]",[],0,0,0,0,0,0,0,0,4,A,0,-4.0,nsgrand,23,0,1,23,0,0,0,1.253149937838316,1.253149937838316,0.0,0,0,-1,5,0.0001139630694524385,0.9999356269836426,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,A,-4.0,23,baseline,nsgrand,-2499,-48.60509606078267,0,0,0
5,A,0,-4.0,baseline,18,0,1,18,2499,2499,0,50.21227290853858,50.21227290853858,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[83, 48, 96, 121, 42, 98, 15, 126, 57, 61]",[],0,0,0,0,0,0,0,0,5,A,0,-4.0,nsgrand,18,0,1,18,0,0,0,1.229270827025175,1.229270827025175,0.0,0,0,-1,5,0.00014399242354556918,0.9998856782913208,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,A,-4.0,18,baseline,nsgrand,-2499,-48.983002081513405,0,0,0
6,A,0,-4.0,baseline,19,0,1,19,2499,2499,0,50.12694397009909,50.12694397009909,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[107, 33, 71, 80, 32, 38, 3, 12, 124, 29]",[],0,0,0,0,0,0,0,0,6,A,0,-4.0,nsgrand,19,0,1,19,0,0,0,1.2725898995995522,1.2725898995995522,0.0,0,0,-1,5,0.0001449817791581154,0.9999104738235474,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,A,-4.0,19,baseline,nsgrand,-2499,-48.85435407049954,0,0,0
7,A,0,-4.0,baseline,28,0,1,28,2499,2499,0,49.6460678987205,49.6460678987205,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[77, 79, 57, 111, 59, 102, 105, 39, 27, 98]",[],0,0,0,0,0,0,0,0,7,A,0,-4.0,nsgrand,28,0,1,28,0,0,0,1.1971599888056517,1.1971599888056517,0.0,0,0,-1,5,0.00012320515816099942,0.9999284744262695,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,A,-4.0,28,baseline,nsgrand,-2499,-48.44890790991485,0,0,0
8,A,0,-4.0,baseline,23,0,1,23,2499,2499,0,49.90010499022901,49.90010499022901,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[70, 75, 97, 63, 41, 18, 36, 81, 120, 83]",[],0,0,0,0,0,0,0,0,8,A,0,-4.0,nsgrand,23,0,1,23,0,0,0,1.232470152899623,1.232470152899623,0.0,0,0,-1,5,0.00011947387974942103,0.9999293088912964,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,A,-4.0,23,baseline,nsgrand,-2499,-48.66763483732939,0,0,0
9,A,0,-4.0,baseline,17,0,1,17,2499,2499,0,50.30836304649711,50.30836304649711,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[20, 111, 99, 10, 18, 22, 73, 91, 78, 58]",[],0,0,0,0,0,0,0,0,9,A,0,-4.0,nsgrand,17,0,1,17,0,0,0,1.6048671677708626,1.6048671677708626,0.0,0,0,-1,5,0.00014039079542271793,0.9999122619628906,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,A,-4.0,17,baseline,nsgrand,-2499,-48.703495878726244,0,0,0
