profile,profile_id,snr_db,decoder,num_samples,bler,ber,avg_queries,avg_primary_queries,avg_fallback_queries,median_queries,p95_queries,p99_queries,avg_elapsed_ms,avg_primary_elapsed_ms,avg_fallback_elapsed_ms,p95_elapsed_ms,p99_elapsed_ms,fallback_rate,oracle_pool_hit_rate,avg_confidence_prob,avg_predicted_overflow_prob
A,0,-4.0,baseline,1200,1.0,0.19952473958333333,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,51.829353844902165,51.829353844902165,0.0,52.407703222706914,53.922549933195114,0.0,0.0,,
A,0,-4.0,nsgrand,1200,1.0,0.19952473958333333,0.0,0.0,0.0,0.0,0.0,0.0,2.376723407263247,2.376723407263247,0.0,1.5825170441530645,1.7604402382858098,0.0,,0.00012718388442711632,0.9999227237204711
A,0,-4.0,strong_symbolic,1200,1.0,0.19952473958333333,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,173.51606133490955,173.51606133490955,0.0,182.45374402031302,186.35714041767642,0.0,0.0,,
A,0,-2.0,baseline,1200,1.0,0.14598307291666668,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,54.19441517170829,54.19441517170829,0.0,55.553091084584594,57.37266393378377,0.0,0.0,,
A,0,-2.0,nsgrand,1200,1.0,0.14598307291666668,0.0,0.0,0.0,0.0,0.0,0.0,2.5189439312089235,2.5189439312089235,0.0,1.8843240337446332,2.0300062256865203,0.0,,0.0002624519976355562,0.9998765514294307
A,0,-2.0,strong_symbolic,1200,1.0,0.14598307291666668,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,190.12025281010816,190.12025281010816,0.0,198.09056383091956,215.04969681380317,0.0,0.0,,
A,0,0.0,baseline,1200,0.9966666666666667,0.09766927083333334,2493.84,2493.84,0.0,2499.0,2499.0,2499.0,54.162967717080996,54.162967717080996,0.0,55.67986419191584,56.255713880527765,0.0,0.025,,
A,0,0.0,nsgrand,1200,0.9908333333333333,0.09738932291666667,3.1491666666666664,3.1491666666666664,0.0,0.0,0.0,1.0,3.4494015894597396,2.490368526778184,0.0,1.7568389885127542,72.78448994038625,0.0,0.875,0.0034723499697914425,0.9928191533440258
A,0,0.0,strong_symbolic,1200,0.9966666666666667,0.09764322916666666,3987.5658333333336,3987.5658333333336,0.0,3999.0,3999.0,3999.0,189.5205089946588,189.5205089946588,0.0,196.14563905633986,198.2379314303398,0.0,0.025,,
A,0,2.0,baseline,1200,0.8541666666666666,0.05310546875,2200.9225,2200.9225,0.0,2499.0,2499.0,2499.0,55.653490862847924,55.653490862847924,0.0,64.00440613506362,65.30424327356741,0.0,0.3908333333333333,,
A,0,2.0,nsgrand,1200,0.6933333333333334,0.04755859375,141.42583333333334,117.67333333333333,23.7525,0.0,961.9999999999918,2400.0,23.085269064758904,3.1307874439517036,0.6378578035704171,115.63999807694927,134.55184058053416,0.0125,0.9627192982456141,0.16285231990424412,0.726954835233458
A,0,2.0,strong_symbolic,1200,0.8275,0.052194010416666665,3437.9608333333335,3437.9608333333335,0.0,3999.0,3999.0,3999.0,201.4612513454631,201.4612513454631,0.0,231.49095716653392,234.9471396789886,0.0,0.3908333333333333,,
