profile,snr_db,confidence_bin,count,success_rate,bler,fallback_rate,avg_queries
A,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
A,-4.0,"(0.1, 0.2]",0,,,,
A,-4.0,"(0.2, 0.3]",0,,,,
A,-4.0,"(0.3, 0.4]",0,,,,
A,-4.0,"(0.4, 0.5]",0,,,,
A,-4.0,"(0.5, 0.6]",0,,,,
A,-4.0,"(0.6, 0.7]",0,,,,
A,-4.0,"(0.7, 0.8]",0,,,,
A,-4.0,"(0.8, 0.9]",0,,,,
A,-4.0,"(0.9, 1.0]",0,,,,
A,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
A,-2.0,"(0.1, 0.2]",0,,,,
A,-2.0,"(0.2, 0.3]",0,,,,
A,-2.0,"(0.3, 0.4]",0,,,,
A,-2.0,"(0.4, 0.5]",0,,,,
A,-2.0,"(0.5, 0.6]",0,,,,
A,-2.0,"(0.6, 0.7]",0,,,,
A,-2.0,"(0.7, 0.8]",0,,,,
A,-2.0,"(0.8, 0.9]",0,,,,
A,-2.0,"(0.9, 1.0]",0,,,,
A,0.0,"(-0.001, 0.1]",1195,0.00836820083682,0.994979079497908,0.0,3.1414225941422598
A,0.0,"(0.1, 0.2]",3,1.0,0.0,0.0,1.0
A,0.0,"(0.2, 0.3]",0,,,,
A,0.0,"(0.3, 0.4]",0,,,,
A,0.0,"(0.4, 0.5]",1,1.0,0.0,0.0,21.0
A,0.0,"(0.5, 0.6]",0,,,,
A,0.0,"(0.6, 0.7]",1,1.0,0.0,0.0,1.0
A,0.0,"(0.7, 0.8]",0,,,,
A,0.0,"(0.8, 0.9]",0,,,,
A,0.0,"(0.9, 1.0]",0,,,,
A,2.0,"(-0.001, 0.1]",779,0.042362002567394,0.9614890885750964,0.0,73.12708600770219
A,2.0,"(0.1, 0.2]",103,0.6310679611650486,0.4368932038834951,0.0194174757281553,519.6116504854369
A,2.0,"(0.2, 0.3]",75,0.84,0.2266666666666666,0.0666666666666666,512.1333333333333
A,2.0,"(0.3, 0.4]",41,1.0,0.048780487804878,0.0,28.65853658536585
A,2.0,"(0.4, 0.5]",46,0.9782608695652174,0.108695652173913,0.0652173913043478,87.93478260869566
A,2.0,"(0.5, 0.6]",53,0.9622641509433962,0.1132075471698113,0.0377358490566037,148.7924528301887
A,2.0,"(0.6, 0.7]",33,0.9393939393939394,0.1515151515151515,0.0606060606060606,223.87878787878788
A,2.0,"(0.7, 0.8]",26,1.0,0.0769230769230769,0.0,1.9230769230769231
A,2.0,"(0.8, 0.9]",28,1.0,0.0,0.0357142857142857,7.892857142857143
A,2.0,"(0.9, 1.0]",16,1.0,0.0625,0.0,3.125
A,4.0,"(-0.001, 0.1]",224,0.0,1.0,0.0,42.85714285714285
A,4.0,"(0.1, 0.2]",34,0.2352941176470588,0.7647058823529411,0.0,149.6764705882353
A,4.0,"(0.2, 0.3]",26,0.6923076923076923,0.3076923076923077,0.0,751.9615384615385
A,4.0,"(0.3, 0.4]",40,0.825,0.2,0.025,467.75
A,4.0,"(0.4, 0.5]",29,0.896551724137931,0.1379310344827586,0.1379310344827586,383.7241379310345
A,4.0,"(0.5, 0.6]",45,0.8888888888888888,0.1111111111111111,0.0888888888888888,392.22222222222223
A,4.0,"(0.6, 0.7]",48,0.9791666666666666,0.0208333333333333,0.0416666666666666,63.0
A,4.0,"(0.7, 0.8]",82,0.8902439024390244,0.1097560975609756,0.1097560975609756,412.5731707317073
A,4.0,"(0.8, 0.9]",167,0.9820359281437124,0.0239520958083832,0.0419161676646706,97.78443113772455
A,4.0,"(0.9, 1.0]",505,0.998019801980198,0.0079207920792079,0.0158415841584158,12.21980198019802
A,6.0,"(-0.001, 0.1]",109,0.0,1.0,0.0,0.0
A,6.0,"(0.1, 0.2]",22,0.0,1.0,0.0,218.1818181818182
A,6.0,"(0.2, 0.3]",9,0.5555555555555556,0.5555555555555556,0.0,1072.0
A,6.0,"(0.3, 0.4]",9,0.5555555555555556,0.4444444444444444,0.0,1091.2222222222222
A,6.0,"(0.4, 0.5]",15,0.8,0.2,0.0,487.8
A,6.0,"(0.5, 0.6]",4,0.75,0.25,0.0,607.25
A,6.0,"(0.6, 0.7]",10,0.8,0.2,0.2,706.5
A,6.0,"(0.7, 0.8]",18,0.9444444444444444,0.0555555555555555,0.0555555555555555,215.72222222222223
A,6.0,"(0.8, 0.9]",42,0.9285714285714286,0.0714285714285714,0.0952380952380952,249.1190476190476
A,6.0,"(0.9, 1.0]",962,1.0,0.001039501039501,0.002079002079002,1.928274428274428
C,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
C,-4.0,"(0.1, 0.2]",0,,,,
C,-4.0,"(0.2, 0.3]",0,,,,
C,-4.0,"(0.3, 0.4]",0,,,,
C,-4.0,"(0.4, 0.5]",0,,,,
C,-4.0,"(0.5, 0.6]",0,,,,
C,-4.0,"(0.6, 0.7]",0,,,,
C,-4.0,"(0.7, 0.8]",0,,,,
C,-4.0,"(0.8, 0.9]",0,,,,
C,-4.0,"(0.9, 1.0]",0,,,,
C,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
C,-2.0,"(0.1, 0.2]",0,,,,
C,-2.0,"(0.2, 0.3]",0,,,,
C,-2.0,"(0.3, 0.4]",0,,,,
C,-2.0,"(0.4, 0.5]",0,,,,
C,-2.0,"(0.5, 0.6]",0,,,,
C,-2.0,"(0.6, 0.7]",0,,,,
C,-2.0,"(0.7, 0.8]",0,,,,
C,-2.0,"(0.8, 0.9]",0,,,,
C,-2.0,"(0.9, 1.0]",0,,,,
C,0.0,"(-0.001, 0.1]",1198,0.0041736227045075,0.9974958263772956,0.0,2.0968280467445743
C,0.0,"(0.1, 0.2]",1,1.0,0.0,0.0,1.0
C,0.0,"(0.2, 0.3]",0,,,,
C,0.0,"(0.3, 0.4]",0,,,,
C,0.0,"(0.4, 0.5]",0,,,,
C,0.0,"(0.5, 0.6]",1,1.0,0.0,0.0,1.0
C,0.0,"(0.6, 0.7]",0,,,,
C,0.0,"(0.7, 0.8]",0,,,,
C,0.0,"(0.8, 0.9]",0,,,,
C,0.0,"(0.9, 1.0]",0,,,,
C,2.0,"(-0.001, 0.1]",749,0.0267022696929239,0.9773030707610146,0.0,43.43391188251001
C,2.0,"(0.1, 0.2]",115,0.6086956521739131,0.4608695652173913,0.0,527.0521739130435
C,2.0,"(0.2, 0.3]",79,0.7848101265822784,0.3164556962025316,0.0632911392405063,647.8860759493671
C,2.0,"(0.3, 0.4]",49,0.9183673469387756,0.1428571428571428,0.1020408163265306,435.8163265306122
C,2.0,"(0.4, 0.5]",48,0.9375,0.1875,0.125,371.9375
C,2.0,"(0.5, 0.6]",47,0.9787234042553192,0.1063829787234042,0.0425531914893617,125.29787234042551
C,2.0,"(0.6, 0.7]",32,0.90625,0.09375,0.09375,367.875
C,2.0,"(0.7, 0.8]",37,0.972972972972973,0.027027027027027,0.054054054054054,106.2162162162162
C,2.0,"(0.8, 0.9]",23,0.9565217391304348,0.1304347826086956,0.0434782608695652,120.08695652173913
C,2.0,"(0.9, 1.0]",21,1.0,0.0476190476190476,0.0,1.4761904761904765
C,4.0,"(-0.001, 0.1]",174,0.0,1.0,0.0,0.0
C,4.0,"(0.1, 0.2]",33,0.2121212121212121,0.7878787878787878,0.0,298.3030303030303
C,4.0,"(0.2, 0.3]",27,0.5555555555555556,0.4444444444444444,0.037037037037037,1123.7407407407406
C,4.0,"(0.3, 0.4]",28,0.8928571428571429,0.1428571428571428,0.0357142857142857,318.5357142857143
C,4.0,"(0.4, 0.5]",27,0.7407407407407407,0.2962962962962963,0.074074074074074,724.7407407407408
