profile,snr_db,overflow_bin,count,bler,fallback_rate,avg_queries
C,2.0,"(0.4, 0.5]",14,0.1428571428571428,0.0714285714285714,357.2857142857143
C,2.0,"(0.5, 0.6]",21,0.238095238095238,0.0952380952380952,512.0952380952381
C,2.0,"(0.6, 0.7]",21,0.3809523809523809,0.1428571428571428,756.2380952380952
C,2.0,"(0.7, 0.8]",16,0.1875,0.1875,965.6875
C,2.0,"(0.8, 0.9]",30,0.2666666666666666,0.1666666666666666,856.2333333333333
C,2.0,"(0.9, 1.0]",853,0.9460726846424384,0.0316529894490035,154.50644783118406
C,4.0,"(-0.001, 0.1]",804,0.0199004975124378,0.0323383084577114,45.46393034825871
C,4.0,"(0.1, 0.2]",22,0.0909090909090909,0.0909090909090909,348.45454545454544
C,4.0,"(0.2, 0.3]",22,0.0454545454545454,0.0909090909090909,292.59090909090907
C,4.0,"(0.3, 0.4]",9,0.0,0.1111111111111111,277.1111111111111
C,4.0,"(0.4, 0.5]",10,0.0,0.0,5.3
C,4.0,"(0.5, 0.6]",10,0.0,0.0,127.4
C,4.0,"(0.6, 0.7]",15,0.0666666666666666,0.0666666666666666,367.53333333333336
C,4.0,"(0.7, 0.8]",11,0.2727272727272727,0.0,10.636363636363637
C,4.0,"(0.8, 0.9]",20,0.15,0.1,511.75
C,4.0,"(0.9, 1.0]",277,0.8700361010830325,0.075812274368231,383.6101083032491
C,6.0,"(-0.001, 0.1]",1056,0.0009469696969696,0.0066287878787878,6.243371212121212
C,6.0,"(0.1, 0.2]",4,0.25,0.25,926.5
C,6.0,"(0.2, 0.3]",5,0.0,0.0,1.0
C,6.0,"(0.3, 0.4]",3,0.0,0.0,1.0
C,6.0,"(0.4, 0.5]",7,0.1428571428571428,0.1428571428571428,700.7142857142857
C,6.0,"(0.5, 0.6]",2,0.5,0.5,2450.0
C,6.0,"(0.6, 0.7]",4,0.0,0.0,19.75
C,6.0,"(0.7, 0.8]",3,0.0,0.0,15.666666666666666
C,6.0,"(0.8, 0.9]",4,0.0,0.25,842.0
C,6.0,"(0.9, 1.0]",112,0.875,0.0625,308.88392857142856
E,-4.0,"(-0.001, 0.1]",0,,,
E,-4.0,"(0.1, 0.2]",0,,,
E,-4.0,"(0.2, 0.3]",0,,,
E,-4.0,"(0.3, 0.4]",0,,,
E,-4.0,"(0.4, 0.5]",0,,,
E,-4.0,"(0.5, 0.6]",0,,,
E,-4.0,"(0.6, 0.7]",0,,,
E,-4.0,"(0.7, 0.8]",0,,,
E,-4.0,"(0.8, 0.9]",0,,,
E,-4.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,-2.0,"(-0.001, 0.1]",0,,,
E,-2.0,"(0.1, 0.2]",0,,,
E,-2.0,"(0.2, 0.3]",0,,,
E,-2.0,"(0.3, 0.4]",0,,,
E,-2.0,"(0.4, 0.5]",0,,,
E,-2.0,"(0.5, 0.6]",0,,,
E,-2.0,"(0.6, 0.7]",0,,,
E,-2.0,"(0.7, 0.8]",0,,,
E,-2.0,"(0.8, 0.9]",0,,,
E,-2.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,0.0,"(-0.001, 0.1]",6,0.0,0.0,2.833333333333333
E,0.0,"(0.1, 0.2]",2,0.5,0.0,60.0
E,0.0,"(0.2, 0.3]",1,1.0,0.0,14.0
E,0.0,"(0.3, 0.4]",3,0.3333333333333333,0.0,126.66666666666669
E,0.0,"(0.4, 0.5]",0,,,
E,0.0,"(0.5, 0.6]",1,1.0,0.0,128.0
E,0.0,"(0.6, 0.7]",3,0.3333333333333333,0.0,75.66666666666667
E,0.0,"(0.7, 0.8]",3,0.3333333333333333,0.6666666666666666,2607.6666666666665
E,0.0,"(0.8, 0.9]",5,0.8,0.0,43.0
E,0.0,"(0.9, 1.0]",1176,0.9991496598639455,0.0,0.0068027210884353
E,2.0,"(-0.001, 0.1]",268,0.0634328358208955,0.0522388059701492,108.25373134328358
E,2.0,"(0.1, 0.2]",43,0.0930232558139534,0.0465116279069767,136.30232558139534
E,2.0,"(0.2, 0.3]",23,0.1739130434782608,0.1304347826086956,642.9130434782609
E,2.0,"(0.3, 0.4]",36,0.1388888888888889,0.0555555555555555,297.3888888888889
E,2.0,"(0.4, 0.5]",25,0.24,0.04,207.04
E,2.0,"(0.5, 0.6]",29,0.0344827586206896,0.0,66.58620689655173
E,2.0,"(0.6, 0.7]",19,0.2631578947368421,0.1052631578947368,725.578947368421
E,2.0,"(0.7, 0.8]",26,0.0769230769230769,0.0384615384615384,260.5
E,2.0,"(0.8, 0.9]",34,0.1470588235294117,0.1764705882352941,839.7058823529412
E,2.0,"(0.9, 1.0]",697,0.896700143472023,0.0315638450502152,159.3629842180775
E,4.0,"(-0.001, 0.1]",1045,0.0153110047846889,0.0248803827751196,34.489952153110046
E,4.0,"(0.1, 0.2]",23,0.3478260869565217,0.391304347826087,1395.5217391304348
E,4.0,"(0.2, 0.3]",10,0.2,0.2,745.3
E,4.0,"(0.3, 0.4]",11,0.0909090909090909,0.0909090909090909,475.0
E,4.0,"(0.4, 0.5]",13,0.0,0.0,12.461538461538462
E,4.0,"(0.5, 0.6]",7,0.0,0.0,40.71428571428572
E,4.0,"(0.6, 0.7]",6,0.1666666666666666,0.0,5.666666666666667
E,4.0,"(0.7, 0.8]",5,0.0,0.0,11.2
E,4.0,"(0.8, 0.9]",11,0.3636363636363636,0.3636363636363636,1579.7272727272727
E,4.0,"(0.9, 1.0]",69,0.6086956521739131,0.2028985507246377,995.0
E,6.0,"(-0.001, 0.1]",1192,0.0025167785234899,0.0041946308724832,5.909395973154362
E,6.0,"(0.1, 0.2]",0,,,
E,6.0,"(0.2, 0.3]",0,,,
E,6.0,"(0.3, 0.4]",0,,,
E,6.0,"(0.4, 0.5]",0,,,
E,6.0,"(0.5, 0.6]",0,,,
E,6.0,"(0.6, 0.7]",0,,,
E,6.0,"(0.7, 0.8]",1,0.0,0.0,21.0
E,6.0,"(0.8, 0.9]",2,0.0,0.5,1466.5
E,6.0,"(0.9, 1.0]",5,0.8,0.0,0.2
