profile,snr_db,confidence_bin,count,success_rate,bler,fallback_rate,avg_queries
C,4.0,"(0.2, 0.3]",20,0.7,0.35,0.3,1547.1
C,4.0,"(0.3, 0.4]",18,0.7777777777777778,0.3888888888888889,0.2222222222222222,1092.1666666666667
C,4.0,"(0.4, 0.5]",22,0.9090909090909092,0.1363636363636363,0.1363636363636363,571.8181818181819
C,4.0,"(0.5, 0.6]",25,0.76,0.28,0.24,1184.8
C,4.0,"(0.6, 0.7]",32,0.90625,0.15625,0.15625,514.0625
C,4.0,"(0.7, 0.8]",39,0.9743589743589745,0.0256410256410256,0.1025641025641025,267.20512820512823
C,4.0,"(0.8, 0.9]",64,0.953125,0.078125,0.125,240.265625
C,4.0,"(0.9, 1.0]",746,0.9919571045576407,0.0147453083109919,0.0214477211796246,40.556300268096514
C,6.0,"(-0.001, 0.1]",82,0.0121951219512195,0.9878048780487804,0.0,0.0121951219512195
C,6.0,"(0.1, 0.2]",12,0.1666666666666666,0.8333333333333334,0.0,0.1666666666666666
C,6.0,"(0.2, 0.3]",7,0.2857142857142857,0.7142857142857143,0.7142857142857143,3538.0
C,6.0,"(0.3, 0.4]",5,0.8,0.2,0.2,994.6
C,6.0,"(0.4, 0.5]",3,1.0,0.0,0.0,16.333333333333332
C,6.0,"(0.5, 0.6]",7,0.7142857142857143,0.2857142857142857,0.2857142857142857,1401.857142857143
C,6.0,"(0.6, 0.7]",6,0.8333333333333334,0.1666666666666666,0.1666666666666666,817.3333333333334
C,6.0,"(0.7, 0.8]",4,1.0,0.0,0.0,1.0
C,6.0,"(0.8, 0.9]",24,1.0,0.0,0.0833333333333333,156.91666666666666
C,6.0,"(0.9, 1.0]",1050,0.998095238095238,0.0019047619047619,0.0066666666666666,9.450476190476191
E,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
E,-4.0,"(0.1, 0.2]",0,,,,
E,-4.0,"(0.2, 0.3]",0,,,,
E,-4.0,"(0.3, 0.4]",0,,,,
E,-4.0,"(0.4, 0.5]",0,,,,
E,-4.0,"(0.5, 0.6]",0,,,,
E,-4.0,"(0.6, 0.7]",0,,,,
E,-4.0,"(0.7, 0.8]",0,,,,
E,-4.0,"(0.8, 0.9]",0,,,,
E,-4.0,"(0.9, 1.0]",0,,,,
E,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
E,-2.0,"(0.1, 0.2]",0,,,,
E,-2.0,"(0.2, 0.3]",0,,,,
E,-2.0,"(0.3, 0.4]",0,,,,
E,-2.0,"(0.4, 0.5]",0,,,,
E,-2.0,"(0.5, 0.6]",0,,,,
E,-2.0,"(0.6, 0.7]",0,,,,
E,-2.0,"(0.7, 0.8]",0,,,,
E,-2.0,"(0.8, 0.9]",0,,,,
E,-2.0,"(0.9, 1.0]",0,,,,
E,0.0,"(-0.001, 0.1]",1174,0.0034071550255536,0.9982964224872232,0.0008517887563884,4.321124361158433
E,0.0,"(0.1, 0.2]",10,0.5,0.7,0.1,303.7
E,0.0,"(0.2, 0.3]",3,1.0,0.6666666666666666,0.0,242.0
E,0.0,"(0.3, 0.4]",8,1.0,0.125,0.0,5.875
E,0.0,"(0.4, 0.5]",2,1.0,1.0,0.0,20.0
E,0.0,"(0.5, 0.6]",1,1.0,1.0,0.0,7.0
E,0.0,"(0.6, 0.7]",2,1.0,0.0,0.0,1.0
E,0.0,"(0.7, 0.8]",0,,,,
E,0.0,"(0.8, 0.9]",0,,,,
E,0.0,"(0.9, 1.0]",0,,,,
E,2.0,"(-0.001, 0.1]",575,0.0504347826086956,0.954782608695652,0.008695652173913,43.62434782608696
E,2.0,"(0.1, 0.2]",97,0.3711340206185567,0.6597938144329897,0.0309278350515463,171.4536082474227
E,2.0,"(0.2, 0.3]",74,0.8243243243243243,0.2567567567567567,0.2027027027027027,1019.7837837837836
E,2.0,"(0.3, 0.4]",52,0.8846153846153846,0.173076923076923,0.1346153846153846,642.9038461538462
E,2.0,"(0.4, 0.5]",50,0.96,0.18,0.06,350.9
E,2.0,"(0.5, 0.6]",38,0.9473684210526316,0.1578947368421052,0.0789473684210526,406.3157894736842
E,2.0,"(0.6, 0.7]",50,0.98,0.08,0.04,129.38
E,2.0,"(0.7, 0.8]",49,0.979591836734694,0.1020408163265306,0.0612244897959183,268.85714285714283
E,2.0,"(0.8, 0.9]",71,0.943661971830986,0.0845070422535211,0.1126760563380281,268.774647887324
E,2.0,"(0.9, 1.0]",144,0.9930555555555556,0.0208333333333333,0.0277777777777777,37.0625
E,4.0,"(-0.001, 0.1]",25,0.2,0.8,0.0,0.28
E,4.0,"(0.1, 0.2]",9,0.2222222222222222,0.7777777777777778,0.0,0.2222222222222222
E,4.0,"(0.2, 0.3]",11,0.4545454545454545,0.5454545454545454,0.5454545454545454,2675.7272727272725
E,4.0,"(0.3, 0.4]",15,0.7333333333333333,0.4,0.2666666666666666,1308.5333333333333
E,4.0,"(0.4, 0.5]",16,0.75,0.25,0.25,1152.5625
E,4.0,"(0.5, 0.6]",12,0.75,0.25,0.25,993.5833333333334
E,4.0,"(0.6, 0.7]",31,0.9032258064516128,0.1612903225806451,0.1612903225806451,539.2903225806451
E,4.0,"(0.7, 0.8]",39,0.8974358974358975,0.1282051282051282,0.1794871794871795,576.2307692307693
E,4.0,"(0.8, 0.9]",68,0.9558823529411764,0.0735294117647058,0.088235294117647,201.51470588235293
E,4.0,"(0.9, 1.0]",974,0.9928131416837782,0.0133470225872689,0.0215605749486652,35.99383983572896
E,6.0,"(-0.001, 0.1]",3,0.0,1.0,0.0,0.0
E,6.0,"(0.1, 0.2]",1,0.0,1.0,0.0,0.0
E,6.0,"(0.2, 0.3]",1,1.0,0.0,0.0,1.0
E,6.0,"(0.3, 0.4]",1,1.0,0.0,0.0,1.0
E,6.0,"(0.4, 0.5]",0,,,,
E,6.0,"(0.5, 0.6]",0,,,,
E,6.0,"(0.6, 0.7]",0,,,,
E,6.0,"(0.7, 0.8]",3,1.0,0.0,0.0,1.0
E,6.0,"(0.8, 0.9]",5,1.0,0.0,0.2,591.2
E,6.0,"(0.9, 1.0]",1186,0.9991568296795952,0.0025295109612141,0.0042158516020236,5.934232715008432
