baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,E,2,-2.0,baseline,22,0,1,22,2499,2499,0,96.53292200528085,96.53292200528085,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[81, 14, 8, 12, 50, 69, 116, 48, 124, 72]",[],0,0,0,0,0,0,0,0,0,E,2,-2.0,nsgrand,22,0,1,22,3999,0,3999,649.788530980004,0.0,227.30523499194533,1,0,-1,5,0.0001907936966745183,0.9999005794525146,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,0,E,-2.0,22,1500,553.2556089747231,0,0,0
1,E,2,-2.0,baseline,18,0,1,18,2499,2499,0,56.84025600203313,56.84025600203313,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[15, 34, 101, 93, 75, 61, 66, 98, 14, 68]",[],0,0,0,0,0,0,0,0,1,E,2,-2.0,nsgrand,18,0,1,18,3999,0,3999,197.60524498997256,0.0,195.59581798966974,1,0,-1,5,0.00021296957856975496,0.9998847246170044,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,1,E,-2.0,18,1500,140.76498898793943,0,0,0
2,E,2,-2.0,baseline,21,0,1,21,2499,2499,0,55.51435399684124,55.51435399684124,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[3, 81, 109, 7, 5, 40, 59, 33, 42, 1]",[],0,0,0,0,0,0,0,0,2,E,2,-2.0,nsgrand,21,0,1,21,3999,0,3999,207.07888499600813,0.0,205.2222759812139,1,0,-1,5,0.0001878128241514787,0.9998798370361328,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,2,E,-2.0,21,1500,151.5645309991669,0,0,0
3,E,2,-2.0,baseline,13,0,1,13,2499,2499,0,55.9548010060098,55.9548010060098,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[75, 7, 83, 66, 40, 120, 112, 123, 6, 5]",[],0,0,0,0,0,0,0,0,3,E,2,-2.0,nsgrand,13,0,1,13,3999,0,3999,203.16049898974597,0.0,201.0651429882273,1,0,-1,5,0.0003748154267668724,0.9998193383216858,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,3,E,-2.0,13,1500,147.20569798373617,0,0,0
4,E,2,-2.0,baseline,21,0,1,21,2499,2499,0,58.34326599142514,58.34326599142514,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[44, 27, 42, 105, 119, 83, 48, 86, 10, 85]",[],0,0,0,0,0,0,0,0,4,E,2,-2.0,nsgrand,21,0,1,21,3999,0,3999,201.60852998378687,0.0,199.50658199377358,1,0,-1,5,0.0001740379520924762,0.9999088048934937,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,4,E,-2.0,21,1500,143.26526399236172,0,0,0
5,E,2,-2.0,baseline,24,0,1,24,2499,2499,0,56.63667700719088,56.63667700719088,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[29, 49, 17, 43, 91, 30, 87, 1, 122, 3]",[],0,0,0,0,0,0,0,0,5,E,2,-2.0,nsgrand,24,0,1,24,3999,0,3999,202.88641200750135,0.0,201.04610300040804,1,0,-1,5,0.0001953842438524589,0.9999103546142578,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,5,E,-2.0,24,1500,146.24973500031047,0,0,0
6,E,2,-2.0,baseline,25,0,1,25,2499,2499,0,56.889366009272635,56.889366009272635,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[107, 81, 119, 27, 102, 1, 80, 16, 104, 120]",[],0,0,0,0,0,0,0,0,6,E,2,-2.0,nsgrand,25,0,1,25,3999,0,3999,203.51279800524935,0.0,201.63290901109576,1,0,-1,5,0.00015030619397293776,0.9998857975006104,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,6,E,-2.0,25,1500,146.62343199597672,0,0,0
7,E,2,-2.0,baseline,20,0,1,20,2499,2499,0,60.38858401007019,60.38858401007019,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[108, 89, 53, 30, 36, 52, 93, 21, 32, 47]",[],0,0,0,0,0,0,0,0,7,E,2,-2.0,nsgrand,20,0,1,20,3999,0,3999,213.13050499884412,0.0,211.2092179886531,1,0,-1,5,0.00019613532640505582,0.9998998641967773,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,7,E,-2.0,20,1500,152.74192098877393,0,0,0
8,E,2,-2.0,baseline,8,0,1,8,2499,2499,0,58.74987397692166,58.74987397692166,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[34, 11, 63, 67, 46, 15, 43, 31, 58, 101]",[],0,0,0,0,0,0,0,0,8,E,2,-2.0,nsgrand,8,0,1,8,3999,0,3999,204.26314198994078,0.0,202.27265599532984,1,0,-1,5,0.0007302479352802038,0.9991024732589722,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,8,E,-2.0,8,1500,145.51326801301911,0,0,0
9,E,2,-2.0,baseline,11,0,1,11,2499,2499,0,55.96543199499138,55.96543199499138,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[103, 113, 95, 91, 50, 12, 19, 97, 107, 116]",[],0,0,0,0,0,0,0,0,9,E,2,-2.0,nsgrand,11,0,1,11,3999,0,3999,201.10325299901888,0.0,199.2567749985028,1,0,-1,5,0.0004806157376151532,0.9997411370277405,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,9,E,-2.0,11,1500,145.1378210040275,0,0,0
10,E,2,-2.0,baseline,17,0,1,17,2499,2499,0,55.190637009218335,55.190637009218335,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[14, 0, 74, 22, 43, 55, 113, 71, 91, 35]",[],0,0,0,0,0,0,0,0,10,E,2,-2.0,nsgrand,17,0,1,17,3999,0,3999,199.89180102129467,0.0,198.0922909860965,1,0,-1,5,0.0002027958253165707,0.9998955726623535,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,10,E,-2.0,17,1500,144.70116401207633,0,0,0
