stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
fallback_fail,7,2,1.0,3999.0,196.47517749399412
fallback_fail,8,6,1.0,3999.0,203.2496850103295
fallback_fail,9,6,1.0,3999.0,207.64214051208305
fallback_fail,10,19,1.0,3999.0,204.06637373717354
fallback_fail,11,26,1.0,3999.0,204.58139638223935
fallback_fail,12,64,1.0,3999.0,202.6065581549119
fallback_fail,13,73,1.0,3999.0,203.55972500074628
fallback_fail,14,87,1.0,3999.0,203.0422814255955
fallback_fail,15,94,1.0,3999.0,205.63921911649385
fallback_fail,16,116,1.0,3999.0,202.02056338793824
fallback_fail,17,140,1.0,3999.0,203.52048908534925
fallback_fail,18,109,1.0,3999.0,203.24489070073736
fallback_fail,19,124,1.0,3999.0,203.07383229139245
fallback_fail,20,94,1.0,3999.0,203.08280362750085
fallback_fail,21,73,1.0,3999.0,202.33406305627273
fallback_fail,22,53,1.0,3999.0,211.32087764024894
fallback_fail,23,41,1.0,3999.0,202.57225266030264
fallback_fail,24,30,1.0,3999.0,203.61263376447218
fallback_fail,25,18,1.0,3999.0,199.0674487250443
fallback_fail,26,11,1.0,3999.0,204.20993263674475
fallback_fail,27,5,1.0,3999.0,240.77139440341853
fallback_fail,28,5,1.0,3999.0,208.7964016071055
fallback_fail,29,2,1.0,3999.0,206.94248750805855
fallback_fail,30,2,1.0,3999.0,200.60395199107006
