profile,snr_db,decoder,samples,frame_errors,bler,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,avg_latency_ms,framework,num_gpus
A,6.0,bp_nms_20,80000,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tensorflow,1
A,6.0,bp_nms_50,80000,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tensorflow,1
A,6.0,hybrid_bp_nsg,80000,0,0.0,0.0,0.0,0.0,0.0,1.0,10.570887966395821,tensorflow,1
