profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
A,0,-2.0,baseline,6,1,6,799,16.50466200953815,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,6,1,6,599,38.2063559954986,1,14,0,5,0.15373170375823975,baseline_fail
A,0,-2.0,baseline,10,1,10,799,15.08661700063385,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,20.961617003194988,1,14,0,5,0.13205555081367493,baseline_fail
A,0,-2.0,baseline,10,1,10,799,14.454988995566964,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,20.401898000272922,1,14,0,5,0.05535615608096123,baseline_fail
A,0,-2.0,baseline,7,1,7,799,14.566088007995859,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,7,1,7,599,20.054740001796745,1,14,0,5,0.25718286633491516,baseline_fail
A,0,-2.0,baseline,7,1,7,799,14.583828000468202,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,7,1,7,599,20.834406997892074,1,14,0,5,0.12017577886581421,baseline_fail
A,0,-2.0,baseline,9,1,9,799,15.453816013177857,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,9,1,9,599,20.89718700153753,1,14,0,5,0.05676290765404701,baseline_fail
A,0,-2.0,baseline,10,1,10,799,15.132867003558204,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,19.92094999877736,1,14,0,5,0.05531764030456543,baseline_fail
A,0,-2.0,baseline,12,1,12,799,14.588509002351202,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,12,1,12,599,19.108022999716923,1,14,0,5,0.05136972665786743,baseline_fail
A,0,-2.0,baseline,6,1,6,799,14.446289991610684,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,6,1,6,599,20.462378990487196,1,14,0,5,0.10037247836589813,baseline_fail
A,0,-2.0,baseline,12,1,12,799,14.373030004207976,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,12,1,12,599,20.309599000029266,1,14,0,5,0.06982727348804474,baseline_fail
A,0,-2.0,baseline,10,1,10,799,14.845568002783693,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,20.18368999415543,1,14,0,5,0.07618513703346252,baseline_fail
A,0,-2.0,baseline,7,1,7,799,15.049706998979673,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,7,1,7,599,20.89225700183306,1,14,0,5,0.32457235455513,baseline_fail
A,0,-2.0,baseline,4,1,4,799,14.617408000049181,0,18,1,-1,,baseline_fail
A,0,-2.0,nsgrand,4,1,4,400,7.539074009400792,0,14,0,5,0.41767916083335876,ai_fail
A,0,-2.0,baseline,8,1,8,799,15.314806994865648,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,19.25948199641425,1,14,0,5,0.11604354530572891,baseline_fail
A,0,-2.0,baseline,10,1,10,799,14.302489988040179,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,19.826040996122174,1,14,0,5,0.07394032180309296,baseline_fail
A,0,-2.0,baseline,6,1,6,799,14.84803800121881,0,18,1,-1,,baseline_fail
A,0,-2.0,nsgrand,6,1,6,599,20.507477995124646,1,14,1,5,0.14267045259475708,baseline_fail
A,0,-2.0,baseline,11,1,11,799,14.58815899968613,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,11,1,11,599,19.783541007200256,1,14,0,5,0.0481216125190258,baseline_fail
A,0,-2.0,baseline,11,1,11,799,14.434119992074557,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,11,1,11,599,19.501090995618142,1,14,0,5,0.07259535044431686,baseline_fail
A,0,-2.0,baseline,10,1,10,799,14.245940008549951,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,10,1,10,599,20.14950900047552,1,14,0,5,0.06219114363193512,baseline_fail
A,0,-2.0,baseline,8,1,8,799,14.551699001458474,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,20.212559000356123,1,14,0,5,0.09994417428970337,baseline_fail
A,0,-2.0,baseline,13,1,13,799,14.275089997681789,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,13,1,13,599,19.399881988647394,1,14,0,5,0.04748774692416191,baseline_fail
A,0,-2.0,baseline,8,1,8,799,17.856987004051916,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,20.860486998572014,1,14,0,5,0.07757159322500229,baseline_fail
A,0,-2.0,baseline,8,1,8,799,14.72787800594233,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,20.197408986859955,1,14,0,5,0.06418606638908386,baseline_fail
A,0,-2.0,baseline,14,1,14,799,14.224049999029376,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,14,1,14,599,19.91513100801967,1,14,0,5,0.05168131738901138,baseline_fail
A,0,-2.0,baseline,1,1,1,799,15.029607005999424,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,1,1,1,400,7.267355002113618,0,14,1,5,0.7209364175796509,ai_fail
A,0,-2.0,baseline,2,0,0,9,10.570473008556291,0,18,1,-1,,baseline
A,0,-2.0,nsgrand,2,1,3,22,4.940822997014038,0,14,1,5,0.4113788902759552,ai
A,0,-2.0,baseline,14,1,14,799,14.585408003767952,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,14,1,14,599,19.836691004456952,1,14,0,5,0.06074952334165573,baseline_fail
A,0,-2.0,baseline,12,1,12,799,14.130451003438793,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,12,1,12,599,19.010082993190736,1,14,0,5,0.06908385455608368,baseline_fail
A,0,-2.0,baseline,9,1,9,799,13.933391004684381,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,9,1,9,599,18.39447500242386,1,14,0,5,0.06544125825166702,baseline_fail
A,0,-2.0,baseline,9,1,9,799,14.492449001409113,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,9,1,9,599,19.497392000630498,1,14,0,5,0.09074213355779648,baseline_fail
A,0,-2.0,baseline,5,1,5,799,14.638478998676874,0,18,1,-1,,baseline_fail
A,0,-2.0,nsgrand,5,1,5,599,19.95519000047352,1,14,1,5,0.21480250358581543,baseline_fail
A,0,-2.0,baseline,11,1,11,799,14.799098004004918,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,11,1,11,599,19.95683000131976,1,14,0,5,0.07863911241292953,baseline_fail
A,0,-2.0,baseline,8,1,8,799,14.622228001826443,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,19.913490003091283,1,14,0,5,0.09296423941850662,baseline_fail
A,0,-2.0,baseline,11,1,11,799,15.113767003640532,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,11,1,11,599,20.275239992770366,1,14,0,5,0.09223885089159012,baseline_fail
A,0,-2.0,baseline,7,1,7,799,14.42916899395641,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,7,1,7,599,19.77216098748613,1,14,0,5,0.10919157415628433,baseline_fail
A,0,-2.0,baseline,2,0,0,9,9.597067008144222,0,18,1,-1,,baseline
A,0,-2.0,nsgrand,2,1,2,400,6.732135996571742,0,14,1,5,0.5218989849090576,ai_fail
A,0,-2.0,baseline,9,1,9,799,14.199619996361434,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,9,1,9,599,19.176663001417182,1,14,0,5,0.0823805183172226,baseline_fail
A,0,-2.0,baseline,9,1,9,799,15.06738699390553,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,9,1,9,599,19.88244999665767,1,14,0,5,0.04591213911771774,baseline_fail
A,0,-2.0,baseline,4,1,4,799,14.59899899782613,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,4,0,0,80,5.787449001218192,0,14,1,5,0.26804018020629883,ai
A,0,-2.0,baseline,8,1,8,799,14.803368001594208,0,18,0,-1,,baseline_fail
A,0,-2.0,nsgrand,8,1,8,599,28.849638998508453,1,14,0,5,0.2601345181465149,baseline_fail
A,0,-2.0,baseline,7,1,7,799,14.38391899864655,0,18,0,-1,,baseline_fail
