sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,4.0,baseline,6,0,1,6,2499,2499,0,97.98089202377014,97.98089202377014,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[4, 32, 11, 6, 104, 21, 17, 0, 9, 12]",[],0,0,0,0,0,0,0,0
0,C,1,4.0,nsgrand,6,0,1,6,3999,0,3999,654.8926669929642,0.0,234.03002199484035,1,0,-1,5,0.1198006197810173,0.9871330261230469,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
1,C,1,4.0,baseline,5,0,1,5,2499,2499,0,56.53896799776703,56.53896799776703,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[89, 17, 58, 51, 49, 119, 16, 47, 19, 77]",[],0,0,0,0,0,0,0,0
1,C,1,4.0,nsgrand,5,1,0,0,6,6,0,107.37757201422937,0.10758900316432118,0.0,0,22,1,5,0.864848256111145,0.49926039576530457,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[17, 51, 89, 49, 43, 45, 115, 100, 119, 120]","[0.0012924221809953451, 2.819145447574556e-05, 5.20861467521172e-05, 0.011592120863497257, 0.4877748191356659, 0.49926039576530457]",2400,5,0,0,0,1,0,0
2,C,1,4.0,baseline,5,0,1,5,2499,2499,0,55.376795993652195,55.376795993652195,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[122, 47, 29, 11, 24, 50, 22, 119, 20, 94]",[],0,0,0,0,0,0,0,0
2,C,1,4.0,nsgrand,5,1,0,0,29,29,0,95.87238598032854,0.32077799551188946,0.0,0,22,1,4,0.7161906361579895,0.47949886322021484,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[47, 24, 20, 94, 92, 116, 81, 122, 109, 29]","[0.00043082560296170413, 8.55787584441714e-06, 4.950942093273625e-05, 0.017806295305490494, 0.502206027507782, 0.47949886322021484]",2400,5,0,0,0,1,0,0
3,C,1,4.0,baseline,3,1,0,0,36,36,0,33.93549201427959,33.93549201427959,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[108, 58, 59, 75, 102, 113, 94, 14, 83, 64]",[],0,0,0,0,0,0,0,0
3,C,1,4.0,nsgrand,3,1,0,0,1,1,0,6.142929982161149,0.024850014597177505,0.0,0,18,1,3,0.9963943362236023,0.00048436957877129316,ai,ai_success,standard,[3],"[0, 1, 2]","[59, 108, 113, 94, 48, 75, 102, 98, 83, 80]","[0.0005157707491889596, 6.624803791055456e-05, 0.08500070124864578, 0.8657084703445435, 0.04822449013590813, 0.00048436957877129316]",1200,4,0,0,0,1,0,0
4,C,1,4.0,baseline,0,1,0,0,0,0,0,0.032109994208440185,0.032109994208440185,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0
4,C,1,4.0,nsgrand,0,1,0,0,0,0,0,0.01078000059351325,0.01078000059351325,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0
5,C,1,4.0,baseline,5,0,1,5,2499,2499,0,55.106838000938296,55.106838000938296,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[103, 110, 32, 79, 113, 123, 104, 101, 90, 81]",[],0,0,0,0,0,0,0,0
5,C,1,4.0,nsgrand,5,1,0,0,1360,0,1360,169.9348319962155,0.0,168.279342004098,1,0,-1,5,0.5114138126373291,0.9631841778755188,fallback,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,1,1
6,C,1,4.0,baseline,4,1,0,0,454,454,0,38.203834992600605,38.203834992600605,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[110, 87, 89, 97, 82, 66, 74, 73, 80, 70]",[],0,0,0,0,0,0,0,0
6,C,1,4.0,nsgrand,4,1,0,0,1,1,0,9.438740002224222,0.025960005586966872,0.0,0,18,1,4,0.9700332283973694,0.0876266211271286,ai,ai_success,standard,[4],"[0, 1, 2]","[80, 87, 110, 97, 2, 89, 82, 73, 76, 74]","[0.0022088689729571342, 4.309065479901619e-05, 0.00029689937946386635, 0.05892980843782425, 0.8508947491645813, 0.0876266211271286]",1200,4,0,0,0,1,0,0
7,C,1,4.0,baseline,4,1,0,0,599,599,0,38.159795018145815,38.159795018145815,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[106, 110, 65, 84, 76, 3, 69, 7, 115, 64]",[],0,0,0,0,0,0,0,0
7,C,1,4.0,nsgrand,4,1,0,0,1,1,0,96.3325229822658,0.03868000931106508,0.0,0,22,1,5,0.8624498248100281,0.5260936617851257,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[110, 106, 76, 79, 3, 65, 84, 69, 115, 89]","[0.001651155762374401, 1.365696698485408e-05, 1.619400063646026e-05, 0.0047416407614946365, 0.46748363971710205, 0.5260936617851257]",2400,5,0,0,0,1,0,0
8,C,1,4.0,baseline,7,0,1,7,2499,2499,0,56.12245001248084,56.12245001248084,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[24, 25, 41, 61, 40, 28, 9, 37, 38, 83]",[],0,0,0,0,0,0,0,0
8,C,1,4.0,nsgrand,7,0,1,7,3999,0,3999,199.84523998573422,0.0,197.97093200031668,1,0,-1,5,0.37912285327911377,0.981517493724823,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
9,C,1,4.0,baseline,5,0,1,5,2499,2499,0,56.86850598431192,56.86850598431192,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[61, 39, 32, 19, 23, 49, 62, 22, 57, 14]",[],0,0,0,0,0,0,0,0
9,C,1,4.0,nsgrand,5,1,0,0,354,354,0,98.09577200212516,3.252199006965384,0.0,0,22,1,4,0.7428006529808044,0.28163936734199524,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[61, 19, 37, 32, 29, 119, 15, 23, 26, 58]","[0.00023873383179306984, 5.692491413356038e-06, 0.0001175094221252948, 0.050469934940338135, 0.6675287485122681, 0.28163936734199524]",2400,5,0,0,0,1,0,0
10,C,1,4.0,baseline,1,1,0,0,1,1,0,33.45197599264793,33.45197599264793,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[42, 38, 2, 76, 12, 110, 119, 74, 111, 123]",[],0,0,0,0,0,0,0,0
10,C,1,4.0,nsgrand,1,1,0,0,1,1,0,2.035106997936964,0.022680003894492984,0.0,0,18,1,1,0.9955828785896301,0.00037395182880572975,ai,ai_success,standard,[1],"[0, 1, 2]","[42, 38, 83, 96, 31, 76, 12, 110, 119, 111]","[0.0013198124943301082, 0.9680772423744202, 0.02934189699590206, 0.0007625958533026278, 0.00012460561993066221, 0.00037395182880572975]",1200,4,0,0,0,1,0,0
11,C,1,4.0,baseline,2,1,0,0,7,7,0,34.796957013895735,34.796957013895735,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[32, 74, 15, 0, 25, 101, 21, 66, 123, 68]",[],0,0,0,0,0,0,0,0
11,C,1,4.0,nsgrand,2,1,0,0,1,1,0,2.428303996566683,0.027730013243854046,0.0,0,18,1,2,0.9950515627861023,3.0672683351440355e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[15, 74, 66, 32, 101, 123, 5, 85, 44, 68]","[0.00012043442256981507, 0.0006278926157392561, 0.8767735362052917, 0.12146041542291641, 0.000987117295153439, 3.0672683351440355e-05]",1200,4,0,0,0,1,0,0
12,C,1,4.0,baseline,0,1,0,0,0,0,0,0.019229977624490857,0.019229977624490857,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0
12,C,1,4.0,nsgrand,0,1,0,0,0,0,0,0.010160001693293452,0.010160001693293452,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0
13,C,1,4.0,baseline,4,1,0,0,1541,1541,0,46.24726399197243,46.24726399197243,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[17, 80, 9, 90, 22, 39, 103, 116, 112, 64]",[],0,0,0,0,0,0,0,0
13,C,1,4.0,nsgrand,4,1,0,0,2359,816,1543,182.37991200294346,7.169034011894837,171.37994299991988,1,18,1,3,0.9599291682243347,0.0037286619190126657,fallback,postsearch_exhausted,standard,[3],"[0, 1, 2]","[39, 80, 9, 101, 90, 26, 72, 5, 103, 112]","[0.00021240016212686896, 5.262991180643439e-05, 0.05389264598488808, 0.8590701818466187, 0.08304356038570404, 0.0037286619190126657]",1200,4,4000,24,5,0,1,0
14,C,1,4.0,baseline,1,1,0,0,2,2,0,35.792290000244975,35.792290000244975,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[78, 85, 68, 46, 72, 64, 66, 11, 50, 88]",[],0,0,0,0,0,0,0,0
14,C,1,4.0,nsgrand,1,1,0,0,1,1,0,2.4747239949647337,0.028300011763349175,0.0,0,18,1,1,0.9910775423049927,0.00020037767535541207,ai,ai_success,standard,[1],"[0, 1, 2]","[85, 16, 78, 64, 68, 66, 72, 81, 88, 75]","[0.00031659682281315327, 0.9983066320419312, 0.0011383510427549481, 2.1305097106960602e-05, 1.680901368672494e-05, 0.00020037767535541207]",1200,4,0,0,0,1,0,0
15,C,1,4.0,baseline,5,0,1,5,2499,2499,0,58.21614697924815,58.21614697924815,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[44, 115, 112, 96, 124, 54, 111, 55, 122, 61]",[],0,0,0,0,0,0,0,0
15,C,1,4.0,nsgrand,5,1,0,0,295,0,295,171.85184999834746,0.0,169.97759201331064,1,0,-1,5,0.8435049057006836,0.7797281742095947,fallback,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,1,1
16,C,1,4.0,baseline,3,1,0,0,551,551,0,44.53079399536364,44.53079399536364,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[29, 73, 119, 104, 82, 111, 94, 122, 58, 3]",[],0,0,0,0,0,0,0,0
16,C,1,4.0,nsgrand,3,1,0,0,5,5,0,12.959626998053864,0.07538899080827832,0.0,0,18,1,3,0.9181007742881775,0.011665566824376583,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[56, 3, 73, 94, 82, 29, 119, 104, 111, 76]","[0.00015450202045030892, 1.0520403520786203e-05, 0.007058318704366684, 0.710064709186554, 0.27104640007019043, 0.011665566824376583]",1200,4,0,0,0,1,0,0
17,C,1,4.0,baseline,1,1,0,0,9,9,0,34.494799008825794,34.494799008825794,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[54, 77, 59, 80, 112, 101, 93, 124, 38, 53]",[],0,0,0,0,0,0,0,0
17,C,1,4.0,nsgrand,1,1,0,0,1,1,0,1.507649983977899,0.02064998261630535,0.0,0,18,1,1,0.9932155609130859,0.00021273909078445286,ai,ai_success,standard,[1],"[0, 1, 2]","[101, 20, 77, 80, 93, 112, 124, 54, 127, 76]","[0.0003593495348468423, 0.9957236051559448, 0.003609901759773493, 6.57632335787639e-05, 2.8686190489679575e-05, 0.00021273909078445286]",1200,4,0,0,0,1,0,0
18,C,1,4.0,baseline,2,1,0,0,15,15,0,33.7292340118438,33.7292340118438,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[56, 68, 105, 86, 71, 13, 11, 70, 66, 109]",[],0,0,0,0,0,0,0,0
18,C,1,4.0,nsgrand,2,1,0,0,1,1,0,1.724228000966832,0.020539009710773826,0.0,0,18,1,2,0.9904574155807495,1.8644261217559688e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[71, 68, 105, 86, 70, 66, 109, 116, 80, 121]","[3.3629225072218105e-05, 0.0025597873609513044, 0.975764811038971, 0.021451067179441452, 0.00017212852253578603, 1.8644261217559688e-05]",1200,4,0,0,0,1,0,0
19,C,1,4.0,baseline,2,1,0,0,60,60,0,34.12568097701296,34.12568097701296,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[107, 20, 83, 10, 94, 21, 97, 13, 123, 106]",[],0,0,0,0,0,0,0,0
19,C,1,4.0,nsgrand,2,1,0,0,1,1,0,1.7006099806167185,0.019360013538971543,0.0,0,18,1,2,0.8809071779251099,0.0005941045819781721,ai,ai_success,standard,[2],"[0, 1, 2]","[18, 10, 19, 107, 83, 84, 94, 68, 97, 123]","[6.335021316772327e-05, 0.0016092851292341948, 0.8685049414634705, 0.12732185423374176, 0.0019064898369833827, 0.0005941045819781721]",1200,4,0,0,0,1,0,0
20,C,1,4.0,baseline,3,1,0,0,143,143,0,34.383880003588274,34.383880003588274,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[127, 36, 55, 48, 64, 50, 44, 72, 79, 43]",[],0,0,0,0,0,0,0,0
20,C,1,4.0,nsgrand,3,1,0,0,1,1,0,10.753400973044336,0.02362998202443123,0.0,0,18,1,3,0.9961748123168945,0.0004106020205654204,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[48, 79, 127, 52, 64, 112, 72, 87, 59, 99]","[0.000262782268691808, 7.7572831287398e-06, 0.007910882122814655, 0.817398190498352, 0.17400981485843658, 0.0004106020205654204]",1200,4,0,0,0,1,0,0
21,C,1,4.0,baseline,2,1,0,0,28,28,0,32.74826001143083,32.74826001143083,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[30, 11, 37, 16, 17, 38, 45, 12, 29, 62]",[],0,0,0,0,0,0,0,0
21,C,1,4.0,nsgrand,2,1,0,0,1,1,0,3.656086017144844,0.02017899532802403,0.0,0,18,1,2,0.9590867161750793,0.0002140585711458698,ai,ai_success,standard,"[2, 3]","[0, 1, 2]","[11, 45, 38, 1, 16, 17, 89, 12, 116, 114]","[4.5887441956438124e-05, 0.0005896676448173821, 0.8427848219871521, 0.15449228882789612, 0.0018732184544205666, 0.0002140585711458698]",1200,4,0,0,0,1,0,0
22,C,1,4.0,baseline,1,1,0,0,1,1,0,34.00050199707039,34.00050199707039,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[47, 51, 59, 55, 48, 56, 1, 54, 27, 20]",[],0,0,0,0,0,0,0,0
