stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,5,1,1.0,0.0,1.520268153399229
skip_hopeless,7,1,1.0,0.0,1.4891489408910275
skip_hopeless,8,2,1.0,0.0,1.6148170689120889
skip_hopeless,9,10,1.0,0.0,1.4582516392692924
skip_hopeless,10,9,1.0,0.0,1.4876981214102771
skip_hopeless,11,23,1.0,0.0,1.4743018166526505
skip_hopeless,12,32,1.0,0.0,1.45902357326122
skip_hopeless,13,43,1.0,0.0,1.4362354914462843
skip_hopeless,14,85,1.0,0.0,1.4649392543908428
skip_hopeless,15,98,1.0,0.0,1.4696931395185542
skip_hopeless,16,104,1.0,0.0,1.476336521311448
skip_hopeless,17,102,1.0,0.0,1.461019912990285
skip_hopeless,18,123,1.0,0.0,1.4631033163305704
skip_hopeless,19,111,1.0,0.0,1.4714283306520801
skip_hopeless,20,106,1.0,0.0,1.4864537065391832
skip_hopeless,21,86,1.0,0.0,14.74474768186811
skip_hopeless,22,79,1.0,0.0,1.4547845731854816
skip_hopeless,23,46,1.0,0.0,1.4574576078144752
skip_hopeless,24,33,1.0,0.0,1.436462936302026
skip_hopeless,25,34,1.0,0.0,1.4761678586878322
skip_hopeless,26,17,1.0,0.0,1.515562235213378
skip_hopeless,27,23,1.0,0.0,1.4478211270888215
skip_hopeless,28,8,1.0,0.0,1.4883208787068725
skip_hopeless,29,7,1.0,0.0,1.4976654866976398
skip_hopeless,30,6,1.0,0.0,1.4686851839845378
skip_hopeless,31,4,1.0,0.0,1.3602522667497396
skip_hopeless,32,1,1.0,0.0,1.6343770548701286
skip_hopeless,33,3,1.0,0.0,1.4332886785268784
skip_hopeless,35,2,1.0,0.0,1.4255685964599252
skip_hopeless,37,1,1.0,0.0,1.371569000184536
