baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,A,0,4.0,baseline,1,1,0,0,1,1,0,81.95333500043489,81.95333500043489,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[91, 96, 26, 3, 43, 123, 101, 126, 90, 22]",[],0,0,0,0,0,0,0,0,0,A,0,4.0,nsgrand,1,1,0,0,1,1,0,489.21010800404474,0.055979995522648096,0.0,0,18,1,1,0.9945574998855591,0.00015558183076791465,ai,ai_success,standard,[1],"[0, 1, 2]","[91, 45, 96, 123, 101, 90, 126, 26, 3, 94]","[0.0004946656408719718, 0.9983786344528198, 0.0009290367015637457, 2.373440656810999e-05, 1.842934943852015e-05, 0.00015558183076791465]",1200,4,0,0,0,1,0,0,0,A,4.0,1,0,407.25677300360985,0,0,0
1,A,0,4.0,baseline,1,1,0,0,1,1,0,43.43718200107105,43.43718200107105,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[61, 80, 97, 105, 94, 37, 25, 39, 64, 78]",[],0,0,0,0,0,0,0,0,1,A,0,4.0,nsgrand,1,1,0,0,1,1,0,2.643103012815118,0.03046001074835658,0.0,0,18,1,1,0.997887909412384,0.0002799763169605285,ai,ai_success,standard,[1],"[0, 1, 2]","[61, 105, 95, 20, 70, 24, 97, 80, 94, 64]","[0.002834893064573407, 0.9681456089019775, 0.027882039546966553, 0.000723627395927906, 0.0001338739530183375, 0.0002799763169605285]",1200,4,0,0,0,1,0,0,1,A,4.0,1,0,-40.79407898825593,0,0,0
2,A,0,4.0,baseline,10,0,1,10,2499,2499,0,72.11753900628537,72.11753900628537,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[43, 46, 62, 24, 57, 50, 33, 34, 22, 42]",[],0,0,0,0,0,0,0,0,2,A,0,4.0,nsgrand,10,0,1,10,3999,0,3999,277.1552759804763,0.0,274.3409640097525,1,0,-1,5,0.006347373127937317,0.9996293783187866,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,2,A,4.0,10,1500,205.03773697419092,0,0,0
3,A,0,4.0,baseline,3,1,0,0,162,162,0,45.235469995532185,45.235469995532185,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[59, 63, 20, 47, 48, 18, 28, 49, 51, 65]",[],0,0,0,0,0,0,0,0,3,A,0,4.0,nsgrand,3,1,0,0,1,1,0,13.89380099135451,0.04260000423528254,0.0,0,18,1,3,0.9696696400642395,0.002633980941027403,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[18, 63, 49, 65, 103, 48, 60, 108, 124, 52]","[6.999177276156843e-05, 7.378739155683434e-06, 0.00967091228812933, 0.8443973660469055, 0.14322037994861603, 0.002633980941027403]",1200,4,0,0,0,1,0,0,3,A,4.0,3,-161,-31.341669004177675,0,0,0
4,A,0,4.0,baseline,10,0,1,10,2499,2499,0,69.35098601388745,69.35098601388745,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[43, 36, 21, 56, 62, 28, 63, 55, 42, 23]",[],0,0,0,0,0,0,0,0,4,A,0,4.0,nsgrand,10,0,1,10,3999,0,3999,240.34394201589748,0.0,237.71482799202204,1,0,-1,5,0.0019476736197248101,0.9998308420181274,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,4,A,4.0,10,1500,170.99295600201003,0,0,0
5,A,0,4.0,baseline,3,1,0,0,357,357,0,45.34336001961492,45.34336001961492,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[89, 107, 93, 112, 101, 111, 72, 83, 18, 118]",[],0,0,0,0,0,0,0,0,5,A,0,4.0,nsgrand,3,1,0,0,1,1,0,4.78637998457998,0.030530005460605025,0.0,0,18,1,3,0.9969452023506165,0.00019824535411316901,ai,ai_success,standard,[3],"[0, 1, 2]","[107, 101, 91, 93, 89, 112, 111, 72, 83, 108]","[0.00020364591910038143, 1.354153937427327e-05, 0.022644439712166786, 0.8931572437286377, 0.08378289639949799, 0.00019824535411316901]",1200,4,0,0,0,1,0,0,5,A,4.0,3,-356,-40.55698003503494,0,0,0
6,A,0,4.0,baseline,2,1,0,0,47,47,0,42.994463990908116,42.994463990908116,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[84, 87, 106, 15, 46, 81, 79, 57, 116, 65]",[],0,0,0,0,0,0,0,0,6,A,0,4.0,nsgrand,2,1,0,0,1,1,0,2.868292009225115,0.030830007744953036,0.0,0,18,1,2,0.9957809448242188,2.538450644351542e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[106, 116, 84, 87, 81, 79, 56, 57, 77, 112]","[0.00010229906911263242, 0.011016415432095528, 0.9745401740074158, 0.014154614880681038, 0.00016102455265354365, 2.538450644351542e-05]",1200,4,0,0,0,1,0,0,6,A,4.0,2,-46,-40.126171981683,0,0,0
7,A,0,4.0,baseline,3,1,0,0,1026,1026,0,55.12127699330449,55.12127699330449,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[102, 65, 95, 70, 93, 64, 68, 71, 10, 124]",[],0,0,0,0,0,0,0,0,7,A,0,4.0,nsgrand,3,1,0,0,1,1,0,14.213968999683857,0.040179991628974676,0.0,0,18,1,3,0.8150313496589661,0.0181058868765831,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[0, 68, 70, 67, 80, 91, 10, 102, 95, 65]","[0.0001605079451110214, 2.1716299670515582e-05, 0.013009348884224892, 0.722445011138916, 0.24625754356384277, 0.0181058868765831]",1200,4,0,0,0,1,0,0,7,A,4.0,3,-1025,-40.907307993620634,0,0,0
8,A,0,4.0,baseline,1,1,0,0,3,3,0,43.04056498222053,43.04056498222053,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[85, 13, 64, 84, 50, 20, 54, 113, 0, 121]",[],0,0,0,0,0,0,0,0,8,A,0,4.0,nsgrand,1,1,0,0,1,1,0,2.3261750175151974,0.027189002139493823,0.0,0,18,1,1,0.9942374229431152,0.00014221583842299879,ai,ai_success,standard,[1],"[0, 1, 2]","[64, 85, 7, 84, 127, 113, 121, 97, 55, 126]","[0.0004268915799912065, 0.9987269043922424, 0.0006758538656868041, 1.4689147974422667e-05, 1.3332252819964197e-05, 0.00014221583842299879]",1200,4,0,0,0,1,0,0,8,A,4.0,1,-2,-40.71438996470533,0,0,0
9,A,0,4.0,baseline,5,0,1,5,2499,2499,0,68.45220198738389,68.45220198738389,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[58, 60, 12, 19, 54, 27, 33, 46, 22, 101]",[],0,0,0,0,0,0,0,0,9,A,0,4.0,nsgrand,5,0,1,5,3999,0,3999,244.12379699060693,0.0,241.4960140013136,1,0,-1,5,0.5012973546981812,0.9034538865089417,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,9,A,4.0,5,1500,175.67159500322305,0,0,0
10,A,0,4.0,baseline,1,1,0,0,3,3,0,45.17121100798249,45.17121100798249,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[108, 75, 59, 70, 98, 86, 122, 104, 119, 111]",[],0,0,0,0,0,0,0,0,10,A,0,4.0,nsgrand,1,1,0,0,1,1,0,3.175189020112157,0.040629005525261164,0.0,0,18,1,1,0.9962589740753174,0.0005051337066106498,ai,ai_success,standard,[1],"[0, 1, 2]","[59, 98, 119, 2, 108, 94, 48, 62, 75, 70]","[0.0025081858038902283, 0.9155400395393372, 0.07917378842830658, 0.002010312397032976, 0.0002626874775160104, 0.0005051337066106498]",1200,4,0,0,0,1,0,0,10,A,4.0,1,-2,-41.996021987870336,0,0,0
11,A,0,4.0,baseline,4,0,1,4,2499,2499,0,71.18084499961697,71.18084499961697,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[10, 18, 116, 15, 37, 117, 32, 11, 33, 12]",[],0,0,0,0,0,0,0,0,11,A,0,4.0,nsgrand,4,1,0,0,1,1,0,12.12622199091129,0.05007997970096767,0.0,0,18,1,4,0.9048182368278503,0.12499267607927322,ai,ai_success,standard,[4],"[0, 1, 2]","[37, 20, 15, 24, 32, 116, 117, 12, 106, 10]","[0.0003726847062353045, 7.052864475554088e-06, 0.00016641434922348708, 0.08366832882165909, 0.7907928228378296, 0.12499267607927322]",1200,4,0,0,0,1,0,0,11,A,4.0,4,-2498,-59.054623008705676,-1,1,0
12,A,0,4.0,baseline,4,0,1,4,2499,2499,0,72.63416500063613,72.63416500063613,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[62, 11, 52, 63, 45, 46, 60, 53, 25, 61]",[],0,0,0,0,0,0,0,0,12,A,0,4.0,nsgrand,4,1,0,0,13,13,0,14.597867004340515,0.18628899124450982,0.0,0,18,1,4,0.9723496437072754,0.024236751720309258,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[60, 52, 63, 51, 54, 44, 48, 66, 8, 61]","[0.00044614600483328104, 7.367326361418236e-06, 0.0009790298063308, 0.3498237133026123, 0.624506950378418, 0.024236751720309258]",1200,4,0,0,0,1,0,0,12,A,4.0,4,-2486,-58.036297996295616,-1,1,0
13,A,0,4.0,baseline,3,1,0,0,131,131,0,43.31390300649218,43.31390300649218,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[90, 69, 82, 73, 74, 64, 84, 77, 68, 79]",[],0,0,0,0,0,0,0,0,13,A,0,4.0,nsgrand,3,1,0,0,1,1,0,4.6340499829966575,0.03285999991931021,0.0,0,18,1,3,0.9967021346092224,0.00031385087640956044,ai,ai_success,standard,[3],"[0, 1, 2]","[69, 68, 74, 82, 90, 73, 64, 84, 86, 77]","[0.000288395764073357, 1.1846217603306286e-05, 0.013038498349487782, 0.855671763420105, 0.13067559897899628, 0.00031385087640956044]",1200,4,0,0,0,1,0,0,13,A,4.0,3,-130,-38.679853023495525,0,0,0
14,A,0,4.0,baseline,8,0,1,8,2499,2499,0,74.01789599680342,74.01789599680342,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[81, 34, 40, 36, 39, 35, 93, 37, 42, 79]",[],0,0,0,0,0,0,0,0,14,A,0,4.0,nsgrand,8,0,1,8,3999,0,3999,259.874536015559,0.0,257.03148401225917,1,0,-1,5,0.022375840693712234,0.998823344707489,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,14,A,4.0,8,1500,185.85664001875557,0,0,0
15,A,0,4.0,baseline,2,1,0,0,11,11,0,44.54838501987979,44.54838501987979,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[37, 111, 91, 114, 95, 25, 125, 24, 1, 100]",[],0,0,0,0,0,0,0,0,15,A,0,4.0,nsgrand,2,1,0,0,1,1,0,3.082540992181748,0.029749993700534105,0.0,0,18,1,2,0.9862552881240845,0.000300669256830588,ai,ai_success,standard,[2],"[0, 1, 2]","[37, 95, 119, 110, 91, 114, 111, 112, 125, 59]","[0.0004050128336530179, 0.03765130415558815, 0.9299726486206055, 0.031062200665473938, 0.0006081867613829672, 0.000300669256830588]",1200,4,0,0,0,1,0,0,15,A,4.0,2,-10,-41.46584402769804,0,0,0
16,A,0,4.0,baseline,2,1,0,0,33,33,0,44.396805024007335,44.396805024007335,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[118, 86, 67, 102, 124, 64, 1, 15, 2, 51]",[],0,0,0,0,0,0,0,0,16,A,0,4.0,nsgrand,2,1,0,0,1,1,0,2.749792009126395,0.02671900438144803,0.0,0,18,1,2,0.9863519668579102,7.849152461858466e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[1, 86, 77, 82, 118, 67, 102, 124, 114, 11]","[9.477352432440966e-05, 0.0016787141794338822, 0.9344080686569214, 0.06304392218589783, 0.0006961053586564958, 7.849152461858466e-05]",1200,4,0,0,0,1,0,0,16,A,4.0,2,-32,-41.64701301488094,0,0,0
