baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
10,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,54.85190899344161,54.85190899344161,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[113, 5, 109, 121, 53, 54, 56, 89, 77, 81]",[],0,0,0,0,0,0,0,0,10,E,2,-4.0,nsgrand,26,0,1,26,3999,0,3999,190.67302899202332,0.0,188.80842099315487,1,0,-1,5,0.00011677772272378206,0.9998737573623657,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,10,E,-4.0,26,1500,135.8211199985817,0,0,0
11,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,53.97161399014294,53.97161399014294,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[66, 1, 31, 49, 64, 56, 54, 44, 117, 13]",[],0,0,0,0,0,0,0,0,11,E,2,-4.0,nsgrand,26,0,1,26,3999,0,3999,190.92486798763275,0.0,189.14473900804296,1,0,-1,5,0.00011239817831665277,0.9998667240142822,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,11,E,-4.0,26,1500,136.9532539974898,0,0,0
12,E,2,-4.0,baseline,27,0,1,27,2499,2499,0,54.50714100152254,54.50714100152254,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[16, 127, 34, 13, 38, 49, 94, 42, 120, 14]",[],0,0,0,0,0,0,0,0,12,E,2,-4.0,nsgrand,27,0,1,27,3999,0,3999,197.8132229996845,0.0,196.1884939810261,1,0,-1,5,0.00010395685967523605,0.999883770942688,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,12,E,-4.0,27,1500,143.30608199816197,0,0,0
13,E,2,-4.0,baseline,23,0,1,23,2499,2499,0,55.622724001295865,55.622724001295865,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[62, 99, 39, 31, 36, 23, 40, 57, 98, 9]",[],0,0,0,0,0,0,0,0,13,E,2,-4.0,nsgrand,23,0,1,23,3999,0,3999,186.44988699816167,0.0,184.76911701145582,1,0,-1,5,0.00012071029050275683,0.999864935874939,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,13,E,-4.0,23,1500,130.8271629968658,0,0,0
14,E,2,-4.0,baseline,34,0,1,34,2499,2499,0,54.957488988293335,54.957488988293335,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[10, 94, 123, 106, 88, 5, 6, 33, 63, 81]",[],0,0,0,0,0,0,0,0,14,E,2,-4.0,nsgrand,34,0,1,34,3999,0,3999,188.58202299452387,0.0,186.82082497980446,1,0,-1,5,0.0001044223245116882,0.9998644590377808,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,14,E,-4.0,34,1500,133.62453400623053,0,0,0
15,E,2,-4.0,baseline,21,0,1,21,2499,2499,0,54.65181000181474,54.65181000181474,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[88, 115, 27, 35, 15, 1, 67, 25, 89, 63]",[],0,0,0,0,0,0,0,0,15,E,2,-4.0,nsgrand,21,0,1,21,3999,0,3999,189.83497499721125,0.0,187.6600589894224,1,0,-1,5,0.00011701916810125113,0.9998606443405151,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,15,E,-4.0,21,1500,135.1831649953965,0,0,0
16,E,2,-4.0,baseline,19,0,1,19,2499,2499,0,55.86188202141784,55.86188202141784,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[121, 86, 12, 126, 6, 2, 57, 93, 73, 7]",[],0,0,0,0,0,0,0,0,16,E,2,-4.0,nsgrand,19,0,1,19,3999,0,3999,192.8685260063503,0.0,191.20189599925652,1,0,-1,5,0.00011578036355786026,0.9998617172241211,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,16,E,-4.0,19,1500,137.00664398493245,0,0,0
17,E,2,-4.0,baseline,29,0,1,29,2499,2499,0,55.29973501688801,55.29973501688801,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[20, 1, 14, 96, 76, 15, 33, 22, 21, 62]",[],0,0,0,0,0,0,0,0,17,E,2,-4.0,nsgrand,29,0,1,29,3999,0,3999,187.06360200303607,0.0,185.42819301364943,1,0,-1,5,0.00010305828618584201,0.9998611211776733,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,17,E,-4.0,29,1500,131.76386698614806,0,0,0
18,E,2,-4.0,baseline,25,0,1,25,2499,2499,0,55.01582799479365,55.01582799479365,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[11, 53, 91, 20, 63, 25, 85, 64, 93, 37]",[],0,0,0,0,0,0,0,0,18,E,2,-4.0,nsgrand,25,0,1,25,3999,0,3999,190.95533801009879,0.0,189.0151700063143,1,0,-1,5,0.00012683277600444853,0.9998553991317749,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,18,E,-4.0,25,1500,135.93951001530513,0,0,0
19,E,2,-4.0,baseline,20,0,1,20,2499,2499,0,55.12359697604552,55.12359697604552,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[18, 51, 115, 40, 84, 65, 52, 60, 33, 122]",[],0,0,0,0,0,0,0,0,19,E,2,-4.0,nsgrand,20,0,1,20,3999,0,3999,189.05704899225384,0.0,187.4010099854786,1,0,-1,5,0.00011072588677052408,0.9998741149902344,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,19,E,-4.0,20,1500,133.93345201620832,0,0,0
20,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,54.338111978722736,54.338111978722736,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[1, 9, 37, 52, 34, 48, 102, 13, 116, 26]",[],0,0,0,0,0,0,0,0,20,E,2,-4.0,nsgrand,24,0,1,24,3999,0,3999,192.68150598509237,0.0,191.02901700534858,1,0,-1,5,0.0001318994036410004,0.9998231530189514,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,20,E,-4.0,24,1500,138.34339400636964,0,0,0
21,E,2,-4.0,baseline,25,0,1,25,2499,2499,0,55.10756699368358,55.10756699368358,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[54, 127, 23, 96, 72, 58, 70, 73, 118, 117]",[],0,0,0,0,0,0,0,0,21,E,2,-4.0,nsgrand,25,0,1,25,3999,0,3999,188.10144599410705,0.0,186.15057799615897,1,0,-1,5,0.00010638411913532764,0.9998921155929565,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,21,E,-4.0,25,1500,132.99387900042348,0,0,0
22,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,54.66180999064818,54.66180999064818,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[101, 40, 107, 63, 80, 61, 15, 36, 54, 118]",[],0,0,0,0,0,0,0,0,22,E,2,-4.0,nsgrand,24,0,1,24,3999,0,3999,189.6354960044846,0.0,187.82981799449772,1,0,-1,5,0.00013451362610794604,0.9998248219490051,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,22,E,-4.0,24,1500,134.9736860138364,0,0,0
23,E,2,-4.0,baseline,31,0,1,31,2499,2499,0,56.38564898981713,56.38564898981713,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[80, 46, 110, 85, 96, 92, 45, 51, 21, 123]",[],0,0,0,0,0,0,0,0,23,E,2,-4.0,nsgrand,31,0,1,31,3999,0,3999,192.98382502165623,0.0,191.24972500139847,1,0,-1,5,0.0001080766596714966,0.9998646974563599,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,23,E,-4.0,31,1500,136.5981760318391,0,0,0
24,E,2,-4.0,baseline,28,0,1,28,2499,2499,0,55.33161497442052,55.33161497442052,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[105, 93, 126, 25, 117, 119, 76, 121, 79, 48]",[],0,0,0,0,0,0,0,0,24,E,2,-4.0,nsgrand,28,0,1,28,3999,0,3999,188.0652160034515,0.0,186.4063259854447,1,0,-1,5,0.00010640492109814659,0.9998559951782227,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,24,E,-4.0,28,1500,132.73360102903098,0,0,0
25,E,2,-4.0,baseline,30,0,1,30,2499,2499,0,54.93142901104875,54.93142901104875,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[115, 18, 96, 19, 97, 111, 94, 9, 13, 4]",[],0,0,0,0,0,0,0,0,25,E,2,-4.0,nsgrand,30,0,1,30,3999,0,3999,188.63671200233512,0.0,186.81565401493572,1,0,-1,5,0.00010549010767135769,0.9998495578765869,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,25,E,-4.0,30,1500,133.70528299128637,0,0,0
26,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,54.81917900033295,54.81917900033295,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[60, 116, 103, 39, 5, 40, 30, 102, 48, 62]",[],0,0,0,0,0,0,0,0,26,E,2,-4.0,nsgrand,26,0,1,26,3999,0,3999,192.00296100461856,0.0,190.0583129900042,1,0,-1,5,0.00011552838259376585,0.9998745918273926,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,26,E,-4.0,26,1500,137.1837820042856,0,0,0
27,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,56.76619600853883,56.76619600853883,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[26, 38, 91, 68, 2, 66, 1, 83, 51, 112]",[],0,0,0,0,0,0,0,0,27,E,2,-4.0,nsgrand,26,0,1,26,3999,0,3999,191.09841698082164,0.0,189.21661900822073,1,0,-1,5,0.00010650835611158982,0.999875545501709,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,27,E,-4.0,26,1500,134.3322209722828,0,0,0
28,E,2,-4.0,baseline,23,0,1,23,2499,2499,0,55.420235003111884,55.420235003111884,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[58, 95, 51, 82, 89, 12, 16, 64, 29, 18]",[],0,0,0,0,0,0,0,0,28,E,2,-4.0,nsgrand,23,0,1,23,3999,0,3999,187.257140991278,0.0,185.41488301707432,1,0,-1,5,0.0001106659256038256,0.9998488426208496,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,28,E,-4.0,23,1500,131.8369059881661,0,0,0
29,E,2,-4.0,baseline,27,0,1,27,2499,2499,0,54.07166399527341,54.07166399527341,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[42, 72, 33, 107, 70, 126, 92, 22, 29, 79]",[],0,0,0,0,0,0,0,0,29,E,2,-4.0,nsgrand,27,0,1,27,3999,0,3999,189.85964497551322,0.0,188.26811498729512,1,0,-1,5,0.00010320018191123381,0.9998857975006104,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,29,E,-4.0,27,1500,135.7879809802398,0,0,0
30,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,54.092453996418044,54.092453996418044,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[20, 56, 112, 24, 61, 27, 48, 76, 103, 119]",[],0,0,0,0,0,0,0,0,30,E,2,-4.0,nsgrand,26,0,1,26,3999,0,3999,194.02863798313774,0.0,192.4297179793939,1,0,-1,5,0.00010844810458365828,0.9998651742935181,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,30,E,-4.0,26,1500,139.9361839867197,0,0,0
31,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,55.374805990140885,55.374805990140885,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[29, 116, 50, 101, 53, 36, 119, 58, 34, 41]",[],0,0,0,0,0,0,0,0,31,E,2,-4.0,nsgrand,24,0,1,24,3999,0,3999,186.52320597902872,0.0,184.85983699792996,1,0,-1,5,0.0001166887886938639,0.9998859167098999,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,31,E,-4.0,24,1500,131.14839998888783,0,0,0
32,E,2,-4.0,baseline,30,0,1,30,2499,2499,0,54.983747977530584,54.983747977530584,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[9, 52, 80, 113, 7, 41, 108, 63, 78, 85]",[],0,0,0,0,0,0,0,0,32,E,2,-4.0,nsgrand,30,0,1,30,3999,0,3999,191.44975498784333,0.0,189.82163499458693,1,0,-1,5,0.00012406116002239287,0.9998539686203003,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,32,E,-4.0,30,1500,136.46600701031275,0,0,0
33,E,2,-4.0,baseline,32,0,1,32,2499,2499,0,54.854308982612565,54.854308982612565,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[61, 18, 55, 64, 42, 34, 115, 74, 106, 27]",[],0,0,0,0,0,0,0,0,33,E,2,-4.0,nsgrand,32,0,1,32,3999,0,3999,191.51826400775462,0.0,189.87292400561273,1,0,-1,5,9.533179400023073e-05,0.9998829364776611,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,33,E,-4.0,32,1500,136.66395502514206,0,0,0
34,E,2,-4.0,baseline,19,0,1,19,2499,2499,0,57.41603299975395,57.41603299975395,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[22, 111, 37, 88, 12, 14, 116, 70, 104, 126]",[],0,0,0,0,0,0,0,0,34,E,2,-4.0,nsgrand,19,0,1,19,3999,0,3999,192.57503701373935,0.0,190.8981979941018,1,0,-1,5,0.00013076655159238726,0.9998558759689331,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,34,E,-4.0,19,1500,135.1590040139854,0,0,0
35,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,54.641880007693544,54.641880007693544,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[15, 43, 59, 30, 51, 27, 63, 41, 52, 16]",[],0,0,0,0,0,0,0,0,35,E,2,-4.0,nsgrand,24,0,1,24,3999,0,3999,190.48227099119686,0.0,188.88059997698292,1,0,-1,5,0.00010096901678480208,0.9998699426651001,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,35,E,-4.0,24,1500,135.8403909835033,0,0,0
36,E,2,-4.0,baseline,21,0,1,21,2499,2499,0,55.36989599931985,55.36989599931985,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[99, 73, 92, 8, 61, 108, 3, 124, 42, 67]",[],0,0,0,0,0,0,0,0,36,E,2,-4.0,nsgrand,21,0,1,21,3999,0,3999,191.00880701444112,0.0,189.13984901155345,1,0,-1,5,0.00010953699529636651,0.999879002571106,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,36,E,-4.0,21,1500,135.63891101512127,0,0,0
37,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,54.56025101011619,54.56025101011619,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[29, 116, 26, 96, 15, 14, 87, 111, 71, 74]",[],0,0,0,0,0,0,0,0,37,E,2,-4.0,nsgrand,24,0,1,24,3999,0,3999,187.5725089921616,0.0,185.95374000142328,1,0,-1,5,0.00011504488065838814,0.999869704246521,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,37,E,-4.0,24,1500,133.0122579820454,0,0,0
38,E,2,-4.0,baseline,31,0,1,31,2499,2499,0,56.193759985035285,56.193759985035285,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[50, 121, 91, 30, 31, 19, 3, 125, 87, 53]",[],0,0,0,0,0,0,0,0,38,E,2,-4.0,nsgrand,31,0,1,31,3999,0,3999,187.05127298017032,0.0,185.1903740025591,1,0,-1,5,0.00011126705794595182,0.9998757839202881,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,38,E,-4.0,31,1500,130.85751299513504,0,0,0
