stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
fallback_fail,10,1,1.0,3999.0,189.01815300341696
fallback_fail,11,1,1.0,3999.0,204.79625501320697
fallback_fail,12,1,1.0,3999.0,200.64255097531714
fallback_fail,13,3,1.0,3999.0,200.1540236621319
fallback_fail,14,9,1.0,3999.0,203.21118355625205
fallback_fail,15,12,1.0,3999.0,194.18687742048255
fallback_fail,16,12,1.0,3999.0,199.12864950310905
fallback_fail,17,27,1.0,3999.0,199.18445707298815
fallback_fail,18,43,1.0,3999.0,200.6542285800056
fallback_fail,19,57,1.0,3999.0,199.17314107072326
fallback_fail,20,81,1.0,3999.0,200.39701444437486
fallback_fail,21,83,1.0,3999.0,199.76543413204456
fallback_fail,22,78,1.0,3999.0,200.2284905764286
fallback_fail,23,103,1.0,3999.0,202.1111267476424
fallback_fail,24,116,1.0,3999.0,199.28215132651906
fallback_fail,25,104,1.0,3999.0,199.55395089401952
fallback_fail,26,94,1.0,3999.0,199.92379993454188
fallback_fail,27,77,1.0,3999.0,200.83906240277477
fallback_fail,28,71,1.0,3999.0,205.45119996933582
fallback_fail,29,58,1.0,3999.0,199.26234291603484
fallback_fail,30,55,1.0,3999.0,202.55032930766572
fallback_fail,31,30,1.0,3999.0,200.2805718987171
fallback_fail,32,29,1.0,3999.0,197.4894690321325
fallback_fail,33,19,1.0,3999.0,197.43642726098187
fallback_fail,34,16,1.0,3999.0,198.5570768101752
fallback_fail,35,11,1.0,3999.0,196.4519220981112
fallback_fail,36,6,1.0,3999.0,204.20512583223172
fallback_fail,37,2,1.0,3999.0,196.4141729986295
fallback_fail,38,1,1.0,3999.0,188.86740601737984
