epoch,train_loss,val_loss,val_weight_acc,val_rescue_acc,val_std_brier,val_candidate_top1_acc,val_candidate_positive_rate,lr,train_samples_seen,val_samples_seen,framework,num_gpus
1,1.5599702310562134,1.162737556866237,0.9642857142857143,1.0,0.001805726022991751,1.0,1.0,0.0006099999882280827,800,200,tensorflow,1
2,1.1587347888946533,1.118667653628758,0.9642857142857143,1.0,0.00040862073157248754,1.0,1.0,0.00022999996144790202,800,200,tensorflow,1
3,1.1258050680160523,1.104069607598441,0.9642857142857143,1.0,0.00022320161432227387,1.0,1.0,3.9999998989515007e-05,800,200,tensorflow,1
