stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,6,2,1.0,0.0,1.2893594102934003
skip_hopeless,7,2,1.0,0.0,1.383769093081355
skip_hopeless,8,2,1.0,0.0,1.3513135490939021
skip_hopeless,9,7,1.0,0.0,1.2539168487169914
skip_hopeless,10,20,1.0,0.0,1.3380925869569182
skip_hopeless,11,27,1.0,0.0,1.3156750894807003
skip_hopeless,12,28,1.0,0.0,1.2976501103756684
skip_hopeless,13,49,1.0,0.0,1.3364554639449533
skip_hopeless,14,75,1.0,0.0,1.3306066549072664
skip_hopeless,15,103,1.0,0.0,1.3067914597979449
skip_hopeless,16,95,1.0,0.0,13.037692265290962
skip_hopeless,17,113,1.0,0.0,1.3059288061397
skip_hopeless,18,105,1.0,0.0,1.2804044698852868
skip_hopeless,19,115,1.0,0.0,1.30516042649422
skip_hopeless,20,84,1.0,0.0,1.3143480090158326
skip_hopeless,21,73,1.0,0.0,1.2885632841809564
skip_hopeless,22,71,1.0,0.0,1.3283276832072248
skip_hopeless,23,59,1.0,0.0,1.3490275369357254
skip_hopeless,24,52,1.0,0.0,1.2537917444625726
skip_hopeless,25,33,1.0,0.0,1.2987281238152222
skip_hopeless,26,34,1.0,0.0,1.3319670277483322
skip_hopeless,27,14,1.0,0.0,1.2551647211824144
skip_hopeless,28,14,1.0,0.0,1.3111165026202798
skip_hopeless,29,8,1.0,0.0,1.3335391122382134
skip_hopeless,30,5,1.0,0.0,1.136790867894888
skip_hopeless,31,4,1.0,0.0,1.4498757082037628
skip_hopeless,33,4,1.0,0.0,1.3868712703697383
skip_hopeless,34,1,1.0,0.0,1.313858898356557
skip_hopeless,36,1,1.0,0.0,1.316519919782877
