baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,C,1,-2.0,baseline,16,0,1,16,2499,2499,0,102.52132290042937,102.52132290042937,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[61, 108, 27, 22, 45, 41, 50, 4, 62, 95]",[],0,0,0,0,0,0,0,0,0,C,1,-2.0,nsgrand,16,0,1,16,0,0,0,1116.4891270454973,1116.4891270454973,0.0,0,0,-1,5,0.00010075540194520727,0.9999747276306152,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,C,-2.0,16,baseline,nsgrand,-2499,1013.9678041450679,0,0,0
1,C,1,-2.0,baseline,14,0,1,14,2499,2499,0,50.56402715854347,50.56402715854347,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[47, 53, 10, 37, 59, 5, 56, 26, 109, 6]",[],0,0,0,0,0,0,0,0,1,C,1,-2.0,nsgrand,14,0,1,14,0,0,0,1.681966008618474,1.681966008618474,0.0,0,0,-1,5,7.545745756942779e-05,0.9999687671661377,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,C,-2.0,14,baseline,nsgrand,-2499,-48.88206114992499,0,0,0
2,C,1,-2.0,baseline,19,0,1,19,2499,2499,0,50.137481186538935,50.137481186538935,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[118, 53, 48, 100, 89, 36, 78, 26, 116, 8]",[],0,0,0,0,0,0,0,0,2,C,1,-2.0,nsgrand,19,0,1,19,0,0,0,1.2467389460653067,1.2467389460653067,0.0,0,0,-1,5,6.026914343237877e-05,0.999961256980896,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,C,-2.0,19,baseline,nsgrand,-2499,-48.89074224047363,0,0,0
3,C,1,-2.0,baseline,28,0,1,28,2499,2499,0,50.00098189339042,50.00098189339042,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[109, 116, 110, 69, 20, 60, 119, 114, 23, 96]",[],0,0,0,0,0,0,0,0,3,C,1,-2.0,nsgrand,28,0,1,28,0,0,0,1.2103701010346413,1.2103701010346413,0.0,0,0,-1,5,4.150125096202828e-05,0.9999715089797974,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,C,-2.0,28,baseline,nsgrand,-2499,-48.790611792355776,0,0,0
4,C,1,-2.0,baseline,24,0,1,24,2499,2499,0,50.06501101888716,50.06501101888716,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[95, 0, 90, 126, 41, 56, 6, 51, 9, 12]",[],0,0,0,0,0,0,0,0,4,C,1,-2.0,nsgrand,24,0,1,24,0,0,0,1.2095801066607237,1.2095801066607237,0.0,0,0,-1,5,4.0627339330967516e-05,0.9999772310256958,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,C,-2.0,24,baseline,nsgrand,-2499,-48.85543091222644,0,0,0
5,C,1,-2.0,baseline,22,0,1,22,2499,2499,0,50.16026087105274,50.16026087105274,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[85, 69, 23, 49, 83, 2, 64, 86, 3, 43]",[],0,0,0,0,0,0,0,0,5,C,1,-2.0,nsgrand,22,0,1,22,0,0,0,1.2765389401465654,1.2765389401465654,0.0,0,0,-1,5,6.846215546829626e-05,0.9999711513519287,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,C,-2.0,22,baseline,nsgrand,-2499,-48.88372193090618,0,0,0
6,C,1,-2.0,baseline,22,0,1,22,2499,2499,0,50.681926077231765,50.681926077231765,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[68, 44, 7, 66, 82, 0, 25, 28, 19, 55]",[],0,0,0,0,0,0,0,0,6,C,1,-2.0,nsgrand,22,0,1,22,0,0,0,1.5042370650917292,1.5042370650917292,0.0,0,0,-1,5,7.929532148409635e-05,0.999966025352478,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,C,-2.0,22,baseline,nsgrand,-2499,-49.177689012140036,0,0,0
7,C,1,-2.0,baseline,20,0,1,20,2499,2499,0,50.07893196307123,50.07893196307123,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[21, 106, 71, 116, 87, 114, 102, 2, 115, 64]",[],0,0,0,0,0,0,0,0,7,C,1,-2.0,nsgrand,20,0,1,20,0,0,0,1.2389190960675478,1.2389190960675478,0.0,0,0,-1,5,3.893103712471202e-05,0.9999712705612183,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,C,-2.0,20,baseline,nsgrand,-2499,-48.84001286700368,0,0,0
8,C,1,-2.0,baseline,24,0,1,24,2499,2499,0,50.36237882450223,50.36237882450223,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[90, 39, 59, 91, 67, 44, 108, 25, 119, 118]",[],0,0,0,0,0,0,0,0,8,C,1,-2.0,nsgrand,24,0,1,24,0,0,0,1.2936589773744345,1.2936589773744345,0.0,0,0,-1,5,6.398374534910545e-05,0.9999724626541138,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,C,-2.0,24,baseline,nsgrand,-2499,-49.068719847127795,0,0,0
9,C,1,-2.0,baseline,18,0,1,18,2499,2499,0,50.190259935334325,50.190259935334325,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[101, 88, 7, 65, 96, 4, 69, 85, 98, 107]",[],0,0,0,0,0,0,0,0,9,C,1,-2.0,nsgrand,18,0,1,18,0,0,0,1.2909299694001675,1.2909299694001675,0.0,0,0,-1,5,5.003720070817508e-05,0.9999709129333496,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,C,-2.0,18,baseline,nsgrand,-2499,-48.89932996593416,0,0,0
