profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
C,0.0,bp_10,864,864,1.0,0.9957395651076458,1.0,1,141.1145762017609,144.31506316177547,146.2087750574574,10.0,10.0,0.0,0.0,0.0,200,80000
C,0.0,bp_20,864,864,1.0,0.9957395651076458,1.0,1,281.9231087525151,288.09268155600876,290.7988889142871,20.0,20.0,0.0,0.0,0.0,200,80000
C,0.0,bp_50,864,864,1.0,0.9957395651076458,1.0,1,704.534241625138,719.3200952606276,725.353611567989,50.0,50.0,0.0,0.0,0.0,200,80000
C,0.0,bp_cdf_rescue,864,235,0.27199074074074076,0.2425604020466934,0.30298517255918533,1,64.42788566454072,120.08425947278738,121.60571071784943,27.11111111111111,96.0,0.2824074074074074,0.0,0.7175925925925926,200,80000
C,0.0,bp_nms_20,864,235,0.27199074074074076,0.2425604020466934,0.30298517255918533,1,58.04283794606346,97.1595476847142,98.4312834404409,12.0625,20.0,0.0,0.0,0.7175925925925926,200,80000
C,0.0,bp_nms_50,864,202,0.2337962962962963,0.20594323549981797,0.26347776346742985,1,93.61949216259679,242.2489588148892,244.72690447233617,19.48726851851852,50.0,0.0,0.0,0.7662037037037037,200,80000
C,0.0,bp_orb_rescue,864,235,0.27199074074074076,0.2425604020466934,0.30298517255918533,1,63.30238147832764,116.07262829784304,117.64113526791334,22.59259259259259,80.0,0.2824074074074074,0.0,0.7175925925925926,200,80000
C,0.0,bp_segmented_rescue,864,235,0.27199074074074076,0.2425604020466934,0.30298517255918533,1,63.27503567984052,115.97434917930514,117.46968583669513,22.59259259259259,80.0,0.2824074074074074,0.0,0.7175925925925926,200,80000
C,0.0,bp_wbf_post,864,235,0.27199074074074076,0.2425604020466934,0.30298517255918533,1,60.30161326257426,106.7434057360515,108.50031199865043,2.824074074074074,10.0,0.2824074074074074,0.0,0.7175925925925926,200,80000
C,0.0,hybrid_bp_nsg,864,232,0.26851851851851855,0.23921957546188494,0.2994055318270142,1,63.23852639912662,114.77786421310157,136.77470566239208,1.3333333333333333,0.0,0.013888888888888888,0.0,0.7175925925925926,200,80000
