profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
A,0,0.0,baseline,8,1,8,799,17.620007987716235,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,8,1,8,599,116.65087100118399,1,14,0,5,0.153889998793602,baseline_fail
A,0,0.0,baseline,12,1,12,799,15.320125996368006,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,12,1,12,599,21.039416998974048,1,14,0,5,0.05587274581193924,baseline_fail
A,0,0.0,baseline,5,1,5,799,14.91061800334137,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,23.28468899941072,1,14,0,5,0.32838428020477295,baseline_fail
A,0,0.0,baseline,6,1,6,799,15.087897001649253,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,21.38391499465797,1,14,1,5,0.339689165353775,baseline_fail
A,0,0.0,baseline,9,1,9,799,16.14634301222395,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,9,1,9,599,21.986022999044508,1,14,0,5,0.1848379224538803,baseline_fail
A,0,0.0,baseline,7,1,7,799,16.15798400598578,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,7,1,7,599,22.01326299109496,1,14,1,5,0.0746978372335434,baseline_fail
A,0,0.0,baseline,9,1,9,799,15.230525998049416,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,9,1,9,599,20.582408003974706,1,14,0,5,0.07489757239818573,baseline_fail
A,0,0.0,baseline,8,1,8,799,14.921377995051444,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,8,1,8,599,20.64514700032305,1,14,0,5,0.1170727089047432,baseline_fail
A,0,0.0,baseline,3,1,3,799,16.25572300690692,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,3,0,0,2,5.230752009083517,0,14,1,5,0.3075772821903229,ai
A,0,0.0,baseline,5,1,5,799,15.277906000846997,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,22.079332993598655,1,14,1,5,0.37971049547195435,baseline_fail
A,0,0.0,baseline,5,1,5,799,15.168216996244155,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,21.64205400913488,1,14,1,5,0.16679511964321136,baseline_fail
A,0,0.0,baseline,1,0,0,9,10.928231000434607,0,18,1,-1,,baseline
A,0,0.0,nsgrand,1,0,0,1,5.1138819981133565,0,14,1,1,0.899376630783081,ai
A,0,0.0,baseline,5,1,5,799,16.035513996030204,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,22.595160000491887,1,14,1,5,0.33251112699508667,baseline_fail
A,0,0.0,baseline,11,1,11,799,15.437466005096212,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,11,1,11,599,20.74348799942527,1,14,0,5,0.06177171692252159,baseline_fail
A,0,0.0,baseline,8,1,8,799,15.620035002939403,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,8,1,8,599,21.237316002952866,1,14,0,5,0.07910455763339996,baseline_fail
A,0,0.0,baseline,10,1,10,799,15.556426005787216,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,10,1,10,599,21.231685997918248,1,14,0,5,0.0512043721973896,baseline_fail
A,0,0.0,baseline,3,0,0,262,11.30082098825369,0,18,1,-1,,baseline
A,0,0.0,nsgrand,3,0,0,4,5.243091000011191,0,14,1,5,0.6591679453849792,ai
A,0,0.0,baseline,4,1,4,799,15.385806007543579,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,4,0,0,58,5.258290999336168,0,14,1,5,0.284106969833374,ai
A,0,0.0,baseline,10,1,10,799,15.634014998795465,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,10,1,10,599,21.120296005392447,1,14,0,5,0.052840277552604675,baseline_fail
A,0,0.0,baseline,6,1,6,799,16.35632298712153,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,21.82078298937995,1,14,1,5,0.09313102066516876,baseline_fail
A,0,0.0,baseline,8,1,8,799,15.58522498817183,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,8,1,8,599,21.036846010247245,1,14,0,5,0.1554197520017624,baseline_fail
A,0,0.0,baseline,3,1,3,799,15.110847001778893,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,3,1,3,599,21.803644005558454,1,14,1,5,0.273628830909729,baseline_fail
A,0,0.0,baseline,6,1,6,799,15.420565992826596,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,20.876477006822824,1,14,1,5,0.24820055067539215,baseline_fail
A,0,0.0,baseline,8,1,8,799,14.929237993783318,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,8,1,8,599,20.59122800710611,1,14,1,5,0.256078839302063,baseline_fail
A,0,0.0,baseline,6,1,6,799,15.841393993468955,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,23.52803701069206,1,14,0,5,0.29428043961524963,baseline_fail
A,0,0.0,baseline,5,1,5,799,15.774063998833299,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,400,7.302134996280074,0,14,1,5,0.4796285927295685,ai_fail
A,0,0.0,baseline,3,1,3,799,15.876175006269477,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,3,1,3,400,7.663142998353578,0,14,0,5,0.7158852815628052,ai_fail
A,0,0.0,baseline,6,1,6,799,15.07949699589517,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,20.823216997087002,1,14,0,5,0.13812893629074097,baseline_fail
A,0,0.0,baseline,7,1,7,799,15.888555004494265,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,7,1,7,599,20.51227899210062,1,14,0,5,0.15165925025939941,baseline_fail
A,0,0.0,baseline,6,1,6,799,15.224886999931186,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,20.554966991767287,1,14,0,5,0.08008094877004623,baseline_fail
A,0,0.0,baseline,4,1,4,799,15.714804991148412,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,4,0,0,110,5.812039002194069,0,14,1,5,0.45064252614974976,ai
A,0,0.0,baseline,4,1,4,799,16.439491999335587,0,18,1,-1,,baseline_fail
A,0,0.0,nsgrand,4,0,0,21,5.21343199943658,0,14,1,5,0.3772668242454529,ai
A,0,0.0,baseline,5,1,5,799,15.234177000820637,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,21.773683998617344,1,14,1,5,0.3099137842655182,baseline_fail
A,0,0.0,baseline,4,1,4,799,15.69091499550268,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,4,1,4,599,21.68789399729576,1,14,1,5,0.20358149707317352,baseline_fail
A,0,0.0,baseline,5,1,5,799,15.909444002318196,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,5,1,5,599,20.503848005319014,1,14,1,5,0.253444641828537,baseline_fail
A,0,0.0,baseline,6,1,6,799,15.102156990906224,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,599,20.3936089965282,1,14,1,5,0.11249825358390808,baseline_fail
A,0,0.0,baseline,6,1,6,799,14.461459999438375,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,6,1,6,400,7.430992991430685,0,14,0,5,0.44549232721328735,ai_fail
A,0,0.0,baseline,2,0,0,133,11.891378002474084,0,18,1,-1,,baseline
A,0,0.0,nsgrand,2,0,0,7,5.615219997707754,0,14,1,5,0.730452835559845,ai
A,0,0.0,baseline,4,0,0,400,12.820794989238493,0,18,1,-1,,baseline
A,0,0.0,nsgrand,4,0,0,166,6.260917987674475,0,14,1,5,0.34586384892463684,ai
A,0,0.0,baseline,7,1,7,799,15.554714991594665,0,18,0,-1,,baseline_fail
A,0,0.0,nsgrand,7,1,7,599,21.29272499587387,1,14,0,5,0.08582043647766113,baseline_fail
