profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
C,1,-2.0,baseline,22,1,22,2499,87.20977499615401,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,22,1,22,1799,200.04277100088075,1,18,0,5,3.788607136812061e-05,baseline_fail
C,1,-2.0,baseline,11,1,11,2499,55.01128197647631,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,11,1,11,1799,70.28147799428552,1,18,0,5,8.845630509313196e-05,baseline_fail
C,1,-2.0,baseline,22,1,22,2499,56.28297300427221,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,22,1,22,1799,69.3562579981517,1,18,0,5,4.587423609336838e-05,baseline_fail
C,1,-2.0,baseline,20,1,20,2499,56.01874299463816,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,20,1,20,1799,70.05601801211014,1,18,0,5,5.03941519127693e-05,baseline_fail
C,1,-2.0,baseline,10,1,10,2499,56.42729200189933,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,10,1,10,1799,70.98071899963543,1,18,0,5,6.42823870293796e-05,baseline_fail
C,1,-2.0,baseline,20,1,20,2499,57.41792300250381,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,20,1,20,1799,69.67098798486404,1,18,0,5,4.047625043313019e-05,baseline_fail
C,1,-2.0,baseline,19,1,19,2499,55.86426300578751,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,19,1,19,1799,70.60863802325912,1,18,0,5,5.2062863687751815e-05,baseline_fail
C,1,-2.0,baseline,18,1,18,2499,55.62783300410956,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,18,1,18,1799,68.31614699331112,1,18,0,5,6.916198617545888e-05,baseline_fail
C,1,-2.0,baseline,23,1,23,2499,54.94783300673589,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,23,1,23,1799,69.69360800576396,1,18,0,5,4.57612841273658e-05,baseline_fail
C,1,-2.0,baseline,20,1,20,2499,56.300432013813406,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,20,1,20,1799,67.98421801067889,1,18,0,5,3.42206476489082e-05,baseline_fail
C,1,-2.0,baseline,19,1,19,2499,55.38173200329766,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,19,1,19,1799,68.92413800233044,1,18,0,5,6.99561060173437e-05,baseline_fail
C,1,-2.0,baseline,25,1,25,2499,58.09751301421784,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,25,1,25,1799,68.94097800250165,1,18,0,5,4.304921458242461e-05,baseline_fail
C,1,-2.0,baseline,13,1,13,2499,55.776152992621064,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,13,1,13,1799,68.60100699122995,1,18,0,5,0.00010806192585732788,baseline_fail
C,1,-2.0,baseline,13,1,13,2499,55.83585301064886,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,13,1,13,1799,69.97031799983233,1,18,0,5,6.025139009580016e-05,baseline_fail
C,1,-2.0,baseline,14,1,14,2499,55.11454201769084,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,14,1,14,1799,69.73520800238475,1,18,0,5,7.480241765733808e-05,baseline_fail
C,1,-2.0,baseline,23,1,23,2499,55.55217299843207,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,23,1,23,1799,70.93789801001549,1,18,0,5,7.110831211321056e-05,baseline_fail
C,1,-2.0,baseline,23,1,23,2499,56.185573019320145,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,23,1,23,1799,70.03535798867233,1,18,0,5,3.5014334571314976e-05,baseline_fail
C,1,-2.0,baseline,17,1,17,2499,56.950753001729026,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,17,1,17,1799,70.53809901117347,1,18,0,5,4.1596264054533094e-05,baseline_fail
C,1,-2.0,baseline,20,1,20,2499,56.799203011905774,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,20,1,20,1799,69.75704798242077,1,18,0,5,5.785940447822213e-05,baseline_fail
C,1,-2.0,baseline,14,1,14,2499,56.65917301666923,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,14,1,14,1799,69.07198700355366,1,18,0,5,4.6292734623420984e-05,baseline_fail
C,1,-2.0,baseline,13,1,13,2499,55.388413020409644,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,13,1,13,1799,70.0651680235751,1,18,0,5,6.306185969151556e-05,baseline_fail
C,1,-2.0,baseline,14,1,14,2499,55.86869301623665,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,14,1,14,1799,69.68466797843575,1,18,0,5,4.894522135145962e-05,baseline_fail
C,1,-2.0,baseline,20,1,20,2499,55.15371201909147,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,20,1,20,1799,69.37751799705438,1,18,0,5,5.2697530918521807e-05,baseline_fail
C,1,-2.0,baseline,16,1,16,2499,56.357733003096655,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,16,1,16,1799,68.71409699670039,1,18,0,5,6.943186599528417e-05,baseline_fail
C,1,-2.0,baseline,21,1,21,2499,55.33339301473461,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,21,1,21,1799,69.34198801172897,1,18,0,5,8.685440116096288e-05,baseline_fail
C,1,-2.0,baseline,18,1,18,2499,55.364161991747096,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,18,1,18,1799,69.01207802002318,1,18,0,5,4.1572944610379636e-05,baseline_fail
C,1,-2.0,baseline,16,1,16,2499,55.54661201313138,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,16,1,16,1799,69.63172802352346,1,18,0,5,6.449889770010486e-05,baseline_fail
C,1,-2.0,baseline,21,1,21,2499,55.147412000223994,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,21,1,21,1799,69.17422800324857,1,18,0,5,6.618966290261596e-05,baseline_fail
C,1,-2.0,baseline,22,1,22,2499,56.21747300028801,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,22,1,22,1799,69.31348799844272,1,18,0,5,7.100186485331506e-05,baseline_fail
C,1,-2.0,baseline,17,1,17,2499,55.244491988560185,0,24,0,-1,,baseline_fail
C,1,-2.0,nsgrand,17,1,17,1799,68.93872798536904,1,18,0,5,4.228042598697357e-05,baseline_fail
C,1,-2.0,baseline,17,1,17,2499,55.851103010354564,0,24,0,-1,,baseline_fail
